,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range
666,POINT (40.46461197316384 3.516904337327926),0,2.0,127.63587,11.166667,71.58119,308.0,121.64358,26.283333,100.0,2.0,23.816668,27.083334,25.4,0.0,166.0,18.6,36.0,23.816668,34.2,15.6
667,POINT (39.171037964031726 1.57654332362976),0,0.0,97.47085,11.208333,76.24717,311.0,132.46841,28.2,113.0,0.0,26.133333,28.55,27.3875,0.0,156.0,20.6,46.0,26.133333,35.3,14.699999
668,POINT (35.69455781448918 0.040424187785378),0,342.0,60.264565,12.566667,82.67544,1094.0,49.185654,16.466667,172.0,133.0,16.45,16.6,16.0,31.0,397.0,8.9,296.0,15.183333,24.1,15.200001
669,POINT (40.788005475446866 -1.899936825912788),0,248.0,113.93445,7.116667,67.13836,837.0,89.220406,27.316666,230.0,45.0,28.316666,28.55,27.241667,4.0,481.0,22.4,154.0,25.75,33.0,10.6
670,POINT (37.79661557932886 -1.980785201483545),0,6.0,139.17506,11.349999,70.496895,631.0,106.92547,23.099998,179.0,6.0,20.6,24.116667,22.616667,1.0,325.0,14.8,231.0,20.6,30.9,16.099998
671,POINT (40.949702226588386 -1.414846572488247),0,153.0,115.27551,7.608333,67.93155,628.0,77.955956,27.2,143.0,38.0,28.3,28.516666,27.154167,3.0,335.0,21.9,145.0,25.633333,33.1,11.199999
672,POINT (34.481832180927825 -0.848907943492948),0,247.0,65.58595,11.716666,80.804596,1433.0,41.10129,21.316668,222.0,240.0,21.55,21.8,20.966667,56.0,545.0,14.0,285.0,20.116667,28.5,14.5
673,POINT (34.96692243435237 -1.253149821346732),0,202.0,74.206665,11.758333,81.65509,1318.0,38.851,18.75,210.0,202.0,17.233334,19.083334,18.220833,45.0,486.0,11.2,331.0,17.233334,25.6,14.400001
674,POINT (40.22206684645157 -2.6275722060496),0,150.0,118.212685,7.8666673,67.81609,872.0,73.650475,26.916666,210.0,77.0,27.966667,28.233334,26.866667,9.0,438.0,21.6,187.0,25.35,33.2,11.6
675,POINT (38.524250959465675 -0.040424187785379),0,0.0,107.71382,10.549999,75.35715,389.0,131.53757,26.116667,133.0,0.0,24.316668,27.016666,25.775,0.0,226.0,19.1,136.0,24.316668,33.1,13.999998
676,POINT (37.79661557932886 -1.899936825912788),0,6.0,135.75476,11.291667,70.572914,678.0,106.03511,22.65,193.0,6.0,20.266666,23.7,22.220833,1.0,351.0,14.5,244.0,20.266666,30.5,16.0
677,POINT (38.2817058327534 -0.52551444120992),0,0.0,123.315155,10.875,73.47973,580.0,129.7163,23.133333,197.0,0.0,20.816668,23.866667,22.554167,0.0,339.0,15.4,206.0,20.816668,30.2,14.800001
678,POINT (41.51564085558368 3.759449464040197),0,2.0,107.35368,11.991667,76.38004,265.0,121.90936,29.433334,89.0,2.0,27.283333,29.883333,28.420834,0.0,149.0,21.7,114.0,27.283333,37.4,15.700001
679,POINT (40.22206684645157 3.193510835044898),0,4.0,131.5201,10.808333,70.6427,319.0,120.21491,26.716667,103.0,4.0,24.216667,27.583334,25.829166,0.0,169.0,19.1,40.0,24.216667,34.4,15.300001
680,POINT (35.12861918549388 0.202120938926892),0,459.0,92.76886,12.3,79.35484,1480.0,38.346577,17.65,195.0,189.0,18.2,18.783333,17.633333,53.0,510.0,10.3,370.0,16.483334,25.8,15.499999
681,POINT (40.38376359759308 0.606362816780677),0,16.0,123.60968,10.741667,72.57883,332.0,103.11058,28.666666,91.0,14.0,27.183334,30.2,28.645834,4.0,154.0,21.9,123.0,27.066668,36.7,14.800001
682,POINT (35.04777080992313 -0.28296931449765),0,269.0,66.429504,13.116667,83.54564,1240.0,34.986313,22.55,190.0,226.0,22.933332,23.166666,22.291666,60.0,470.0,14.9,271.0,21.45,30.6,15.700001
683,POINT (37.634918828187345 0.121272563356135),0,37.0,95.71106,11.433333,77.77777,1531.0,103.17883,18.916666,382.0,37.0,17.466667,19.85,18.783333,10.0,821.0,12.0,478.0,17.466667,26.7,14.700001
684,POINT (35.20946756106464 1.010604694634461),0,369.0,83.27004,13.275,80.454544,1000.0,53.318546,16.816668,153.0,89.0,18.35,18.866667,17.795834,19.0,387.0,10.4,228.0,16.766666,26.9,16.5
685,POINT (35.45201268777691 -0.929756319063705),0,186.0,81.305626,12.866667,80.416664,1115.0,42.67667,17.066666,193.0,181.0,15.533334,17.483334,16.533333,49.0,445.0,9.0,274.0,15.433333,25.0,16.0
686,POINT (38.60509933503643 -3.031814083903384),0,90.0,149.02905,10.658333,70.12061,1034.0,70.73311,25.95,201.0,90.0,22.933334,26.55,24.9375,25.0,437.0,17.5,351.0,22.933334,32.7,15.200001
687,POINT (37.87746395489962 3.274359210615655),0,12.0,125.808784,10.991667,71.37445,342.0,95.20647,25.7,96.0,11.0,23.633333,26.733334,25.0375,2.0,172.0,17.8,70.0,23.45,33.2,15.400002
688,POINT (37.87746395489962 -3.031814083903384),0,14.0,165.45163,12.516666,69.92551,569.0,96.01741,24.0,147.0,14.0,20.966667,25.066666,23.216667,4.0,266.0,15.0,145.0,20.966667,32.9,17.900002
689,POINT (40.141218470880816 -0.848907943492948),0,29.0,132.91885,9.183332,69.047615,389.0,89.65268,28.05,89.0,29.0,25.9,29.25,27.691668,5.0,173.0,21.5,134.0,25.9,34.8,13.299999
690,POINT (35.45201268777691 4.648781595318523),0,123.0,80.00358,14.458333,83.57417,611.0,53.287453,27.233334,115.0,89.0,27.783333,28.25,27.0375,19.0,263.0,18.9,120.0,26.266666,36.2,17.300001
691,POINT (37.14982857476281 0.121272563356135),0,153.0,68.2395,14.325,80.02794,804.0,57.138294,17.066666,133.0,92.0,16.316666,17.183332,16.270834,19.0,296.0,7.9,209.0,15.483334,25.8,17.9
692,POINT (38.03916070604113 3.274359210615655),0,9.0,127.762665,11.175,72.09679,331.0,97.01707,26.1,94.0,9.0,23.8,27.116667,25.4125,2.0,168.0,18.1,68.0,23.8,33.6,15.499998
693,POINT (35.04777080992313 3.031814083903384),0,157.0,71.92559,11.508333,82.79377,477.0,54.49365,23.816666,78.0,47.0,23.966667,24.383333,23.4375,9.0,189.0,17.0,75.0,22.533333,30.9,13.9
694,POINT (41.1113989777299 -1.57654332362976),0,188.0,110.19266,7.083333,68.108986,689.0,93.26983,27.15,193.0,28.0,28.05,28.333332,27.033333,2.0,406.0,22.2,139.0,25.6,32.6,10.399998
695,POINT (38.68594771060719 -1.495694948059003),0,10.0,130.02551,9.325,69.589554,690.0,114.95127,26.0,214.0,10.0,23.666666,26.933334,25.495832,2.0,404.0,19.1,220.0,23.666666,32.5,13.4
696,POINT (37.87746395489962 0.444666065639163),0,13.0,78.13522,12.875,81.48734,922.0,108.38472,22.433334,253.0,13.0,21.75,23.516666,22.6125,4.0,471.0,15.3,339.0,21.75,31.1,15.8
697,POINT (35.371164312206155 -0.768059567922191),0,214.0,75.33132,12.575,80.60898,1273.0,46.103893,17.666666,230.0,207.0,16.183334,18.033333,17.095833,56.0,528.0,9.8,297.0,16.166666,25.4,15.599999
698,POINT (37.87746395489962 0.76805956792219),0,5.0,75.1501,12.075,82.705475,453.0,116.04363,23.85,137.0,5.0,23.066666,24.816666,23.945833,1.0,226.0,16.8,177.0,23.066666,31.4,14.6
699,POINT (36.74558669690902 -0.687211192351434),0,277.0,102.55819,10.6,76.258995,1612.0,55.766785,12.35,286.0,226.0,11.833334,12.5,11.4,57.0,695.0,5.0,501.0,9.983334,18.9,13.9
700,POINT (35.20946756106464 -0.202120938926893),0,313.0,60.507637,12.958334,83.066246,1332.0,32.95994,21.75,203.0,238.0,22.133333,22.3,21.520834,69.0,490.0,14.2,288.0,20.766666,29.8,15.599999
701,POINT (39.89867334416854 0.040424187785378),0,13.0,119.97788,10.650001,73.958336,332.0,109.1459,28.45,91.0,13.0,26.800001,29.85,28.358334,4.0,161.0,21.6,127.0,26.800001,36.0,14.4
702,POINT (39.332734715173245 2.304178703766572),0,2.0,117.11413,11.375,72.45223,320.0,119.73261,27.666666,104.0,2.0,25.5,28.483334,26.929167,0.0,161.0,19.9,49.0,25.5,35.6,15.699999
703,POINT (41.353944104442164 3.436055961757169),0,2.0,117.327385,11.474999,73.55769,281.0,121.223366,28.383333,90.0,2.0,26.033333,28.933332,27.379166,0.0,149.0,20.7,118.0,26.033333,36.3,15.599998
704,POINT (35.45201268777691 2.385027079337329),0,115.0,55.30219,13.650001,89.21569,397.0,58.123055,27.1,74.0,39.0,26.516666,27.216667,26.508333,10.0,169.0,19.0,121.0,25.866667,34.3,15.299999
705,POINT (39.65612821745627 1.980785201483545),0,4.0,109.139206,11.35,73.701294,323.0,115.10881,28.466667,102.0,4.0,26.366667,29.1,27.675001,1.0,162.0,20.8,48.0,26.366667,36.2,15.400002
706,POINT (38.60509933503643 -1.57654332362976),0,9.0,131.12854,9.416666,69.240204,672.0,115.629875,25.75,208.0,9.0,23.4,26.699999,25.258333,2.0,395.0,18.7,217.0,23.4,32.3,13.599998
707,POINT (36.34134481905524 -0.040424187785379),0,373.0,75.297386,14.066667,80.84291,1036.0,47.68174,12.866667,156.0,119.0,14.3,14.633333,13.666667,31.0,387.0,5.5,302.0,12.75,22.9,17.4
708,POINT (40.30291522202233 3.193510835044898),0,3.0,130.57784,10.325,69.763504,310.0,120.00224,26.683332,97.0,3.0,24.216667,27.55,25.8125,0.0,161.0,19.4,37.0,24.216667,34.2,14.800001
709,POINT (36.826435072479775 -2.142481952625059),0,17.0,133.93448,10.958334,70.69893,545.0,81.24349,20.5,123.0,12.0,18.033333,21.016666,19.620834,3.0,264.0,12.3,239.0,17.666666,27.8,15.499999
710,POINT (38.92849283731946 -2.708420581620357),0,69.0,143.00548,10.008333,69.02299,833.0,72.04522,26.233334,153.0,69.0,23.833332,27.333332,25.7375,21.0,356.0,18.8,266.0,23.833332,33.3,14.5
711,POINT (36.74558669690902 0.363817690068406),0,169.0,60.00473,15.325,80.6579,707.0,52.6937,18.533333,128.0,79.0,17.633333,18.533333,17.7375,18.0,267.0,8.3,267.0,17.1,27.3,19.0
712,POINT (36.42219319462599 -0.929756319063705),0,110.0,123.73604,13.966667,75.9058,829.0,60.099693,16.633333,175.0,103.0,14.316667,17.183334,15.866667,32.0,366.0,7.6,171.0,14.116667,26.0,18.4
713,POINT (37.55407045261659 1.091453070205218),0,10.0,71.77803,12.491667,83.27778,447.0,103.86045,24.666666,116.0,9.0,23.166666,24.7,23.829166,2.0,212.0,16.5,189.0,23.05,31.5,15.0
714,POINT (36.098799692342965 0.929756319063705),0,178.0,67.435425,15.641666,86.41805,583.0,57.608047,23.933334,91.0,56.0,23.766666,24.483334,23.595833,17.0,242.0,14.7,148.0,22.816668,32.8,18.099998
715,POINT (37.79661557932886 -1.738240074771274),0,8.0,132.02101,11.083334,71.04701,662.0,107.694954,23.116667,194.0,8.0,20.766666,24.116667,22.675,1.0,351.0,15.1,235.0,20.766666,30.7,15.6
716,POINT (37.14982857476281 0.040424187785378),0,160.0,61.60112,13.9,79.42857,863.0,57.067547,16.483334,148.0,104.0,15.65,16.5,15.708333,24.0,332.0,7.4,231.0,15.05,24.9,17.5
717,POINT (38.20085745718265 0.929756319063705),0,0.0,79.0378,11.45,80.06992,388.0,125.501175,24.916666,121.0,0.0,23.933332,25.883333,24.933334,0.0,196.0,18.1,164.0,23.933332,32.4,14.300001
718,POINT (35.85625456563069 -0.28296931449765),0,308.0,69.880844,13.933333,81.960785,987.0,44.257008,16.483334,146.0,122.0,16.533333,17.116667,16.183334,30.0,344.0,8.4,252.0,15.366667,25.4,17.0
719,POINT (38.68594771060719 0.848907943492947),0,0.0,87.86176,11.766666,80.04536,346.0,134.4725,26.699999,116.0,0.0,25.466667,27.699999,26.633333,0.0,168.0,19.6,157.0,25.466667,34.3,14.699999
720,POINT (36.907283448050535 -0.363817690068406),0,132.0,76.529854,12.583333,77.198364,1002.0,57.54073,17.05,179.0,131.0,15.366667,17.05,16.175,36.0,401.0,8.3,401.0,15.233334,24.6,16.3
721,POINT (39.65612821745627 -2.789268957191115),0,108.0,125.305695,8.116667,67.63889,758.0,52.643517,25.95,114.0,105.0,26.816666,27.0,25.566666,16.0,287.0,19.9,181.0,23.95,31.9,12.0
722,POINT (39.65612821745627 3.274359210615655),0,8.0,146.46336,9.933333,66.66668,392.0,116.13087,25.400002,128.0,8.0,22.866667,26.633333,24.633333,2.0,214.0,18.2,51.0,22.866667,33.1,14.899998
723,POINT (36.42219319462599 -1.414846572488247),0,36.0,127.641785,12.733334,75.34516,630.0,83.60462,22.816666,156.0,32.0,20.5,23.35,22.016666,8.0,337.0,14.2,263.0,20.166666,31.1,16.900002
724,POINT (35.20946756106464 1.172301445775975),0,482.0,69.91744,11.125,80.615944,1280.0,54.11302,15.15,192.0,113.0,16.15,16.583334,15.695833,26.0,488.0,9.3,259.0,14.833333,23.1,13.8
725,POINT (37.79661557932886 -2.708420581620357),0,13.0,164.00294,11.866667,68.99225,691.0,97.56633,23.0,156.0,11.0,19.95,23.783333,22.016666,3.0,321.0,14.1,171.0,19.733334,31.3,17.199999
726,POINT (39.49443146631476 2.6275722060496),0,3.0,132.7927,11.075001,70.541405,319.0,118.76497,27.383333,102.0,3.0,24.966667,28.35,26.579166,0.0,162.0,19.6,45.0,24.966667,35.3,15.699999
727,POINT (40.868853851017626 0.121272563356135),0,35.0,134.66222,10.424999,70.43918,360.0,85.96528,28.35,85.0,30.0,26.683332,29.966667,28.270834,5.0,154.0,21.6,118.0,26.533333,36.4,14.800001
728,POINT (37.39237370147508 -0.606362816780678),0,44.0,98.56835,11.925,76.935486,1042.0,95.47269,21.766666,262.0,44.0,19.6,21.833334,20.895834,10.0,492.0,13.6,388.0,19.6,29.1,15.5
729,POINT (36.50304157019675 0.52551444120992),0,207.0,64.88918,15.233334,81.89964,703.0,49.69161,18.083334,113.0,78.0,17.683332,18.483334,17.633333,20.0,257.0,8.5,240.0,16.833334,27.1,18.6
730,POINT (38.8476444617487 -3.112662459474143),0,99.0,144.12946,10.425,69.966446,886.0,65.16654,26.35,151.0,81.0,23.466667,26.916668,25.3375,23.0,350.0,18.1,283.0,23.45,33.0,14.9
731,POINT (37.55407045261659 -2.870117332761871),0,61.0,151.58005,12.366667,71.48363,1025.0,79.538605,20.866667,217.0,47.0,18.233334,21.75,20.108334,14.0,450.0,12.1,271.0,17.983334,29.4,17.3
732,POINT (37.95831233047038 -1.091453070205219),0,6.0,117.6152,11.466666,73.9785,788.0,119.19331,21.666668,255.0,6.0,19.483334,22.416666,21.183332,1.0,433.0,13.8,285.0,19.483334,29.3,15.499999
733,POINT (38.524250959465675 -0.52551444120992),0,0.0,117.20224,10.05,73.35766,536.0,134.7814,24.45,197.0,0.0,22.316668,25.216667,23.95,0.0,329.0,17.4,178.0,22.316668,31.1,13.700001
734,POINT (39.81782496859778 1.333998196917489),0,6.0,102.47227,11.058333,75.22677,312.0,118.35005,29.183332,103.0,6.0,27.066668,29.566668,28.3125,2.0,150.0,21.6,44.0,27.066668,36.3,14.699999
735,POINT (39.251886339602486 -3.516904337327926),0,108.0,135.48734,8.833333,67.43002,728.0,52.365772,24.716667,110.0,87.0,22.633333,25.85,24.325,26.0,274.0,18.0,187.0,22.583334,31.1,13.1
736,POINT (37.23067695033356 1.57654332362976),0,17.0,73.71498,10.975,80.69853,448.0,93.89548,23.3,115.0,14.0,21.633333,23.416666,22.445833,3.0,219.0,15.8,189.0,21.583334,29.4,13.599999
737,POINT (39.413583090744 2.223330328195815),0,2.0,118.138176,11.458334,72.06499,315.0,120.56012,27.833334,104.0,2.0,25.633333,28.65,27.079166,0.0,160.0,20.0,47.0,25.633333,35.9,15.900002
738,POINT (38.68594771060719 -0.687211192351434),0,1.0,119.15344,10.008333,73.05353,549.0,131.63536,25.25,201.0,1.0,23.15,26.133333,24.804167,0.0,342.0,18.3,172.0,23.15,32.0,13.700001
739,POINT (39.81782496859778 2.546723830478843),0,5.0,128.44937,10.4,70.27026,322.0,116.37849,27.533333,99.0,5.0,25.166666,28.45,26.708334,1.0,159.0,20.1,44.0,25.166666,34.9,14.800001
740,POINT (37.715767203758105 -2.223330328195816),0,7.0,146.95392,11.0,68.75,595.0,103.980934,23.033333,161.0,7.0,20.4,24.116667,22.5,1.0,309.0,14.9,217.0,20.4,30.9,16.0
741,POINT (36.826435072479775 1.657391699200517),0,45.0,75.43311,13.333333,82.815735,496.0,72.37711,21.616667,108.0,45.0,19.75,21.616667,20.608334,10.0,235.0,12.5,235.0,19.75,28.6,16.1
742,POINT (40.22206684645157 -2.061633577054302),0,146.0,123.683235,7.9583335,68.019936,739.0,54.299606,27.3,129.0,77.0,28.55,28.7,27.270834,10.0,309.0,21.8,159.0,25.666666,33.5,11.700001
743,POINT (40.54546034873459 3.355207586186412),0,3.0,128.25757,10.6,71.14093,316.0,120.16429,26.433334,100.0,3.0,23.916666,27.183334,25.5,0.0,167.0,19.0,37.0,23.916666,33.9,14.900002
744,POINT (38.12000908161189 1.980785201483545),0,2.0,88.14053,11.941667,77.043015,334.0,118.23241,27.0,107.0,2.0,25.15,27.333334,26.2375,0.0,167.0,18.7,158.0,25.15,34.2,15.5
745,POINT (36.907283448050535 0.121272563356135),0,160.0,57.65624,15.15,78.497406,764.0,51.16211,18.0,135.0,94.0,17.033333,18.0,17.266666,21.0,288.0,7.8,288.0,16.733334,27.1,19.3
746,POINT (39.81782496859778 -3.193510835044899),0,152.0,121.96234,8.341666,68.37431,795.0,54.240826,25.266666,148.0,90.0,26.466667,26.683334,25.254166,13.0,310.0,19.5,162.0,23.683332,31.7,12.200001
747,POINT (37.39237370147508 1.172301445775975),0,19.0,74.45127,10.741667,80.1617,766.0,98.72086,20.883333,204.0,19.0,19.116667,20.933332,19.995832,6.0,378.0,13.5,327.0,19.116667,26.9,13.4
748,POINT (37.47322207704583 -2.708420581620357),0,32.0,151.51445,13.174999,72.790054,747.0,83.140045,22.566666,160.0,24.0,19.8,23.333334,21.704166,8.0,328.0,13.3,193.0,19.566666,31.4,18.099998
749,POINT (34.562680556498584 0.040424187785378),0,395.0,68.27278,11.758333,82.22611,1827.0,38.490765,21.033333,278.0,293.0,21.333334,21.533333,20.754168,67.0,684.0,14.0,329.0,19.816668,28.3,14.299999
750,POINT (40.70715709987611 2.546723830478843),0,8.0,132.2267,11.075,71.91557,340.0,113.619835,28.05,97.0,8.0,25.416666,28.766666,27.054167,1.0,162.0,20.3,42.0,25.416666,35.7,15.400002
751,POINT (35.77540619005994 -0.606362816780678),0,351.0,76.67819,11.816667,80.93607,1167.0,37.645588,13.133333,164.0,164.0,13.45,13.916667,12.975,44.0,381.0,6.4,292.0,12.0,21.0,14.6
752,POINT (38.12000908161189 3.516904337327926),0,14.0,135.77148,11.758332,71.69716,374.0,93.12126,25.35,106.0,14.0,23.05,26.583332,24.745832,4.0,194.0,17.2,76.0,23.05,33.6,16.399998
753,POINT (39.251886339602486 1.253149821346732),0,1.0,91.436356,11.533334,77.404915,309.0,135.62442,28.65,118.0,1.0,26.633333,28.9,27.833334,0.0,158.0,21.0,154.0,26.633333,35.9,14.900002
754,POINT (39.57527984188552 -2.6275722060496),0,91.0,129.13097,8.675,68.30708,714.0,55.743507,26.416666,117.0,91.0,24.35,27.5,26.029167,17.0,286.0,20.0,182.0,24.35,32.7,12.700001
755,POINT (37.23067695033356 -0.52551444120992),0,116.0,102.12515,11.5,75.16339,1347.0,90.982445,19.75,338.0,113.0,17.916666,19.933334,19.025,34.0,677.0,11.9,466.0,17.683334,27.2,15.300001
756,POINT (35.371164312206155 0.76805956792219),0,335.0,78.83983,13.191667,82.44792,967.0,46.693707,15.683333,134.0,111.0,17.116667,17.683332,16.704166,24.0,335.0,9.4,234.0,15.683333,25.4,16.0
757,POINT (39.57527984188552 -3.43605596175717),0,136.0,127.07072,8.583333,68.1217,807.0,56.076267,25.7,148.0,99.0,26.0,26.183332,24.733334,18.0,300.0,18.7,170.0,23.116667,31.3,12.599998
758,POINT (40.060370095310056 -1.738240074771274),0,99.0,134.08711,8.375,66.468254,546.0,49.902416,27.6,86.0,74.0,28.816668,28.833332,27.320833,10.0,191.0,21.4,131.0,25.583334,34.0,12.6
759,POINT (40.868853851017626 1.899936825912787),0,15.0,134.1888,10.791667,70.9978,363.0,104.61357,27.8,96.0,14.0,26.45,29.65,27.929167,4.0,169.0,21.3,44.0,26.283333,36.5,15.200001
760,POINT (39.65612821745627 1.253149821346732),0,3.0,99.19755,10.633333,74.88262,300.0,126.86479,28.666666,104.0,3.0,26.55,29.0,27.808332,1.0,142.0,21.3,138.0,26.55,35.5,14.200001
761,POINT (37.79661557932886 3.193510835044898),0,8.0,122.278725,10.841666,72.27777,308.0,97.3075,26.133333,86.0,8.0,23.916666,27.1,25.470833,1.0,152.0,18.4,66.0,23.916666,33.4,15.000002
762,POINT (39.89867334416854 -1.414846572488247),0,49.0,138.74437,9.25,66.54677,458.0,71.504555,27.716667,93.0,49.0,25.566668,28.966667,27.4,9.0,193.0,20.9,138.0,25.566668,34.8,13.9
763,POINT (35.290315936635395 0.687211192351434),0,383.0,82.80476,13.075,82.232704,989.0,50.63804,16.15,152.0,107.0,17.7,18.233334,17.229166,25.0,383.0,10.0,224.0,16.15,25.9,15.9
764,POINT (34.80522568321086 0.040424187785378),0,411.0,66.54202,11.924999,82.8125,1775.0,34.481106,20.6,260.0,290.0,21.0,21.183332,20.3625,78.0,647.0,13.6,342.0,19.466667,28.0,14.4
765,POINT (39.251886339602486 -4.406236468606252),0,220.0,159.76012,8.858333,65.134796,1178.0,68.54828,25.733334,252.0,117.0,27.5,27.766666,25.9625,22.0,556.0,19.4,129.0,23.933334,33.0,13.6
766,POINT (38.524250959465675 -3.840297839610955),0,55.0,166.17807,10.833334,68.13418,683.0,66.29144,24.166666,115.0,55.0,21.516666,25.533333,23.616667,12.0,271.0,16.0,173.0,21.516666,31.9,15.9
767,POINT (39.332734715173245 -0.444666065639163),0,5.0,122.07178,10.3,73.049644,378.0,117.79213,27.516666,119.0,5.0,25.6,28.7,27.233334,1.0,221.0,20.6,123.0,25.6,34.7,14.1
768,POINT (40.54546034873459 0.76805956792219),0,14.0,125.042404,11.25,73.051956,336.0,104.65338,28.633333,93.0,13.0,27.266666,30.3,28.708334,3.0,157.0,21.7,127.0,27.15,37.1,15.399998
769,POINT (35.53286106334767 -0.768059567922191),0,266.0,73.84978,11.483334,80.86854,1222.0,37.465523,15.716666,196.0,226.0,15.666667,15.966667,15.108334,68.0,463.0,8.5,376.0,14.15,22.7,14.200001
770,POINT (38.68594771060719 -3.759449464040197),0,75.0,156.03697,9.925,67.979454,712.0,61.516396,24.033333,119.0,70.0,21.533333,25.25,23.520834,17.0,280.0,16.5,164.0,21.516666,31.1,14.6
771,POINT (38.8476444617487 -0.040424187785379),0,0.0,108.74196,10.508333,75.05952,340.0,131.76384,26.85,118.0,0.0,25.133333,27.883333,26.595833,0.0,204.0,19.9,116.0,25.133333,33.9,14.000002
772,POINT (38.60509933503643 1.010604694634461),0,0.0,84.30081,11.108334,79.34523,303.0,133.64589,26.6,98.0,0.0,25.416666,27.566666,26.545834,0.0,150.0,19.9,137.0,25.416666,33.9,14.000002
773,POINT (41.27309572887141 -1.253149821346732),0,151.0,112.529465,7.55,68.01802,564.0,87.707184,27.283333,143.0,21.0,28.3,28.566666,27.208334,1.0,322.0,22.1,120.0,25.733334,33.2,11.1
774,POINT (38.68594771060719 -0.848907943492948),0,3.0,119.88866,9.791666,71.99755,605.0,128.53561,25.383333,217.0,3.0,23.3,26.316666,24.9625,1.0,372.0,18.5,190.0,23.3,32.1,13.599998
775,POINT (36.826435072479775 0.848907943492947),0,121.0,66.860054,14.625,83.571434,698.0,62.68591,18.866667,143.0,84.0,17.75,18.866667,17.904167,19.0,297.0,9.3,297.0,17.25,26.8,17.5
776,POINT (35.290315936635395 0.202120938926892),0,447.0,85.39569,12.633333,80.9829,1274.0,43.529617,16.033333,183.0,158.0,17.65,18.2,17.133333,41.0,447.0,10.0,309.0,16.033333,25.6,15.6
777,POINT (38.12000908161189 -0.040424187785379),0,3.0,111.11265,10.991667,74.77324,542.0,121.00684,24.416666,164.0,3.0,22.433334,25.183334,23.9625,1.0,288.0,16.9,198.0,22.433334,31.6,14.700001
778,POINT (35.04777080992313 1.253149821346732),0,381.0,81.02562,12.75,80.18868,1065.0,55.50964,17.65,154.0,83.0,18.883333,19.25,18.216667,18.0,403.0,11.1,115.0,17.266666,27.0,15.9
779,POINT (40.30291522202233 3.031814083903384),0,5.0,128.82556,10.791666,70.9978,312.0,118.42378,27.05,96.0,5.0,24.583334,27.866667,26.1625,1.0,157.0,19.5,39.0,24.583334,34.7,15.200001
780,POINT (34.88607405878161 3.355207586186412),0,117.0,74.18751,12.383333,83.67117,398.0,53.10743,26.016666,70.0,42.0,26.199999,26.633333,25.658333,7.0,163.0,18.7,68.0,24.733334,33.5,14.799999
781,POINT (37.47322207704583 -0.848907943492948),0,13.0,106.905525,11.783334,77.52193,798.0,102.63908,22.883333,199.0,13.0,20.483334,23.05,21.966667,2.0,365.0,14.9,322.0,20.483334,30.1,15.200001
782,POINT (40.46461197316384 0.52551444120992),0,19.0,126.607086,10.575,72.4315,332.0,100.017204,28.566666,88.0,17.0,27.05,30.15,28.554167,4.0,153.0,21.9,121.0,26.95,36.5,14.6
783,POINT (35.93710294120145 -1.172301445775975),0,92.0,103.62649,13.241667,79.76907,752.0,56.34318,18.583334,144.0,79.0,16.5,18.833334,17.804167,24.0,332.0,9.9,295.0,16.283333,26.5,16.6
784,POINT (38.36255420832416 1.738240074771274),0,0.0,86.43181,11.816667,79.30648,314.0,123.61676,27.55,102.0,0.0,25.6,27.783333,26.725,0.0,153.0,19.5,148.0,25.6,34.4,14.900002
785,POINT (39.00934121289021 -1.253149821346732),0,16.0,130.06116,9.683333,70.68126,590.0,110.25005,26.816666,179.0,16.0,24.516666,27.783333,26.325,3.0,339.0,19.8,181.0,24.516666,33.5,13.700001
786,POINT (35.371164312206155 -1.010604694634462),0,155.0,78.576355,12.6,82.352936,1081.0,44.5782,18.333334,184.0,151.0,16.733334,18.616667,17.716667,36.0,425.0,10.4,297.0,16.666666,25.7,15.300001
787,POINT (37.31152532590432 1.091453070205218),0,29.0,72.45166,11.166666,80.91787,728.0,95.787636,19.316668,181.0,26.0,17.633333,19.316668,18.391666,7.0,340.0,11.8,291.0,17.583334,25.6,13.8
788,POINT (39.89867334416854 -1.253149821346732),0,39.0,138.11159,9.391666,68.05556,454.0,82.2631,27.933334,98.0,39.0,25.65,29.083332,27.520834,7.0,198.0,21.0,149.0,25.65,34.8,13.799999
789,POINT (40.788005475446866 1.414846572488246),0,17.0,131.84875,10.933333,71.929825,366.0,102.7486,29.483334,99.0,14.0,26.933334,30.1,28.425,4.0,166.0,21.7,135.0,26.783333,36.9,15.200001
790,POINT (39.979521719739296 -1.414846572488247),0,53.0,138.71912,9.158333,66.36473,452.0,68.62278,27.716667,89.0,53.0,25.666668,29.066668,27.470833,9.0,185.0,21.1,73.0,25.666668,34.9,13.800001
791,POINT (36.42219319462599 2.304178703766572),0,57.0,68.16173,13.491667,84.853264,334.0,63.363686,24.7,72.0,44.0,23.55,24.866667,23.9625,8.0,152.0,16.2,124.0,23.15,32.1,15.899998
