,geometry,class,tavg,prec,tmax,tmin,vapr,wind,split
26,POINT (34.235507 0.465357),1,22.0,259.0,27.0,16.0,2.0,2.0,train
27,POINT (34.220922 0.539806),1,21.0,233.0,26.0,16.0,1.0,2.0,train
28,POINT (40.047128 -3.266117),1,24.0,276.0,28.0,21.0,2.0,3.0,train
29,POINT (34.330169 0.629064),1,22.0,244.0,27.0,16.0,2.0,2.0,train
30,POINT (34.352027 0.452256),1,22.0,265.0,27.0,16.0,2.0,2.0,train
31,POINT (40.00566 -3.332285),1,25.0,231.0,28.0,21.0,2.0,4.0,train
32,POINT (34.308392 0.684313),1,22.0,228.0,27.0,16.0,2.0,2.0,train
33,POINT (39.867073 -3.581976),1,25.0,245.0,29.0,22.0,2.0,3.0,train
34,POINT (34.456389 0.510477),1,21.0,251.0,26.0,16.0,1.0,2.0,train
35,POINT (34.404323 0.752063),1,21.0,222.0,26.0,16.0,1.0,2.0,train
36,POINT (37.068166 -0.248928),1,16.0,108.0,22.0,10.0,1.0,1.0,train
37,POINT (38.00522 -1.370085),1,21.0,48.0,25.0,17.0,1.0,2.0,train
38,POINT (34.7689 0.93371),1,16.0,149.0,21.0,10.0,1.0,1.0,train
39,POINT (37.32643 -0.57318),1,20.0,160.0,25.0,15.0,1.0,2.0,train
40,POINT (37.4541 -0.5365),1,20.0,160.0,24.0,15.0,1.0,2.0,train
41,POINT (37.46408 -0.47389),1,18.0,253.0,23.0,13.0,1.0,2.0,train
42,POINT (36.1651 -0.176445),1,16.0,153.0,22.0,9.0,1.0,1.0,train
43,POINT (37.4569 -0.41337),1,18.0,303.0,22.0,13.0,1.0,2.0,train
44,POINT (37.05557279 -0.53427365),1,18.0,256.0,23.0,13.0,1.0,2.0,train
45,POINT (36.2225 -0.115301),1,14.0,163.0,19.0,8.0,1.0,2.0,train
46,POINT (36.105 -0.15732),1,17.0,133.0,24.0,11.0,1.0,1.0,train
47,POINT (36.23458 -0.25462),1,15.0,148.0,21.0,9.0,1.0,1.0,train
48,POINT (34.3280867 -1.1125095),1,21.0,161.0,26.0,16.0,1.0,2.0,train
49,POINT (34.8377534 0.9366649),1,18.0,172.0,23.0,12.0,1.0,1.0,train
50,POINT (34.2749779 -0.0978012),1,21.0,164.0,27.0,16.0,2.0,2.0,train
51,POINT (37.5884336 -2.894053569),1,19.0,95.0,24.0,15.0,1.0,2.0,train
52,POINT (34.9622034 0.9743511),1,18.0,161.0,24.0,12.0,1.0,1.0,train
53,POINT (35.0087176 0.6314635),1,18.0,156.0,24.0,12.0,1.0,1.0,train
54,POINT (36.1189362 -0.2925258),1,17.0,102.0,24.0,11.0,1.0,2.0,train
55,POINT (34.87029 0.99319),1,18.0,166.0,24.0,12.0,1.0,1.0,train
56,POINT (35.61245 0.95475),1,22.0,109.0,29.0,16.0,1.0,1.0,train
57,POINT (34.386351 0.565253),1,21.0,134.0,27.0,15.0,1.0,1.0,train
58,POINT (34.7866426 1.0968928),1,16.0,111.0,22.0,11.0,1.0,1.0,train
59,POINT (37.2611855 -1.5315163),1,17.0,7.0,22.0,12.0,1.0,2.0,train
60,POINT (36.11021 -0.25034),1,16.0,71.0,22.0,9.0,1.0,1.0,train
61,POINT (37.6842283 -3.039685),1,19.0,18.0,24.0,14.0,1.0,2.0,train
62,POINT (35.86498 -0.928184),1,14.0,62.0,19.0,8.0,1.0,2.0,train
63,POINT (35.66428712 -0.854850796),1,14.0,73.0,20.0,9.0,1.0,2.0,train
64,POINT (35.5881825 1.0551177),1,16.0,83.0,21.0,10.0,1.0,2.0,train
65,POINT (35.0520498 0.630612),1,17.0,140.0,23.0,11.0,1.0,1.0,train
66,POINT (34.175648 0.554142),1,21.0,90.0,27.0,16.0,1.0,2.0,train
67,POINT (40.011545 -3.225757),1,22.0,82.0,25.0,19.0,2.0,3.0,train
68,POINT (34.8487923 1.083059),1,17.0,140.0,22.0,11.0,1.0,1.0,train
69,POINT (40.093899 -3.214996),1,22.0,97.0,25.0,19.0,2.0,4.0,train
70,POINT (34.20655 0.582841),1,21.0,90.0,26.0,16.0,1.0,2.0,train
71,POINT (35.4120133 0.7948652),1,15.0,121.0,21.0,10.0,1.0,2.0,train
72,POINT (34.8284382 1.1295951),1,16.0,147.0,22.0,11.0,1.0,1.0,train
73,POINT (37.6343055 -1.8444747),1,19.0,1.0,24.0,14.0,1.0,2.0,train
74,POINT (34.9971321 0.8166174),1,17.0,156.0,23.0,12.0,1.0,2.0,train
75,POINT (37.5034388 -2.9300924),1,15.0,11.0,20.0,10.0,1.0,2.0,train
76,POINT (37.7230122 -3.0726432),1,19.0,12.0,24.0,13.0,1.0,2.0,train
77,POINT (34.266297 0.422932),1,21.0,136.0,27.0,15.0,1.0,2.0,train
78,POINT (37.5872072 -1.8708834),1,19.0,3.0,24.0,14.0,1.0,2.0,train
79,POINT (37.747555 -1.8041),1,20.0,3.0,25.0,15.0,1.0,3.0,train
80,POINT (34.288866 0.499269),1,21.0,128.0,27.0,15.0,1.0,2.0,train
81,POINT (34.138156 0.504638),1,22.0,127.0,28.0,16.0,1.0,2.0,train
82,POINT (34.261607 0.551105),1,21.0,133.0,27.0,15.0,1.0,2.0,train
83,POINT (37.755668 0.055943),1,21.0,12.0,27.0,14.0,1.0,2.0,train
84,POINT (36.997 -0.56745),1,16.0,44.0,22.0,10.0,1.0,2.0,train
85,POINT (37.62601476 -2.998274871),1,19.0,19.0,26.0,12.0,1.0,2.0,train
86,POINT (34.350563 0.697794),1,21.0,145.0,27.0,15.0,1.0,2.0,train
87,POINT (34.204908 0.496708),1,22.0,156.0,28.0,16.0,1.0,2.0,train
88,POINT (35.383911 1.563338),1,19.0,60.0,25.0,12.0,1.0,2.0,train
89,POINT (36.8757767 1.176886),1,19.0,49.0,26.0,13.0,1.0,2.0,train
90,POINT (34.4907171 0.3690245),1,22.0,144.0,28.0,15.0,1.0,2.0,train
91,POINT (34.526702 -0.9189462),1,20.0,130.0,26.0,14.0,1.0,2.0,train
92,POINT (35.745971 0.075945),1,17.0,96.0,23.0,10.0,1.0,2.0,train
93,POINT (35.470147 0.791689),1,16.0,103.0,22.0,10.0,1.0,2.0,train
94,POINT (37.2979112 -1.4706062),1,17.0,272.0,22.0,12.0,1.0,2.0,train
95,POINT (37.44187 -1.32801),1,21.0,191.0,26.0,16.0,1.0,2.0,train
96,POINT (37.405589 -0.5527545),1,20.0,231.0,25.0,15.0,1.0,2.0,train
97,POINT (37.3327941 -1.4047617),1,20.0,173.0,25.0,15.0,1.0,2.0,train
98,POINT (37.2440674 -1.4391589),1,18.0,197.0,24.0,13.0,1.0,2.0,train
99,POINT (37.4596359 -1.2350989),1,21.0,192.0,27.0,16.0,1.0,2.0,train
100,POINT (37.1616338 -1.5344537),1,19.0,137.0,24.0,13.0,1.0,2.0,train
101,POINT (39.3554756 -4.3881297),1,26.0,113.0,30.0,22.0,2.0,2.0,train
102,POINT (35.6008312 -0.9982082),1,16.0,86.0,23.0,9.0,1.0,2.0,train
103,POINT (34.415491 0.602451),1,22.0,81.0,28.0,15.0,1.0,2.0,train
104,POINT (34.8147082 0.07726249),1,19.0,111.0,26.0,13.0,1.0,2.0,train
105,POINT (37.2547153 -1.3774947),1,19.0,89.0,24.0,14.0,1.0,2.0,train
106,POINT (37.4149686 -0.4487697),1,17.0,90.0,23.0,11.0,1.0,2.0,train
107,POINT (37.6488487 -0.6801384),1,20.0,94.0,26.0,15.0,1.0,3.0,train
108,POINT (35.0534424 0.8097101),1,18.0,38.0,25.0,11.0,1.0,2.0,train
109,POINT (35.709947339350805 1.011304583827712),0,22.75,58.25,29.474998474121094,16.05000114440918,1.782500147819519,2.4499998092651367,train
110,POINT (35.91761971856524 0.325221466892369),0,21.849998474121094,70.41666412353516,28.89166831970215,14.816668510437012,1.595000147819519,2.2083332538604736,train
111,POINT (36.1736209271985 0.773872484691367),0,22.608335494995117,53.33333206176758,29.683334350585938,15.533332824707031,1.749166488647461,2.7083332538604736,train
112,POINT (35.93849659064419 1.190552722168072),0,20.07499885559082,63.33333206176758,26.508337020874023,13.633332252502441,1.5449999570846558,2.1583335399627686,train
113,POINT (35.87806790522717 1.276678316330152),0,21.883333206176758,57.66666793823242,28.450002670288086,15.341667175292969,1.7049999237060547,2.2666666507720947,train
114,POINT (35.80676507536171 1.081754430690228),0,21.566665649414062,64.08333587646484,27.98333168029785,15.183333396911621,1.6691666841506958,2.258333444595337,train
115,POINT (35.68512734955472 0.173606265527142),0,13.908332824707031,110.91666412353516,19.149999618530273,8.641667366027832,1.15583336353302,2.258333444595337,train
116,POINT (36.17596500673434 0.450236483993279),0,21.491666793823242,69.0,28.633333206176758,14.350001335144043,1.600000023841858,2.7749998569488525,train
117,POINT (36.29189548355954 0.768278205950972),0,20.65833282470703,64.33333587646484,27.458330154418945,13.816668510437012,1.6175001859664917,2.4000000953674316,train
118,POINT (36.13711024917471 0.462227984561559),0,23.0,58.66666793823242,30.016664505004883,15.975001335144043,1.7025002241134644,2.7916667461395264,train
119,POINT (36.226296050682976 0.582803019687157),0,21.850000381469727,64.41666412353516,28.841665267944336,14.850001335144043,1.654166579246521,2.616666555404663,train
120,POINT (35.992065862469794 0.637795280544803),0,23.10833168029785,56.58333206176758,30.341665267944336,15.883334159851074,1.7074999809265137,2.491666555404663,train
121,POINT (36.18568418108275 0.712487079087862),0,22.54166603088379,55.08333206176758,29.524999618530273,15.533333778381348,1.7316665649414062,2.7750003337860107,train
122,POINT (35.6732958882518 0.408300233305795),0,23.29166603088379,75.33333587646484,30.32499885559082,16.225000381469727,1.6941665410995483,2.3583333492279053,train
123,POINT (35.75574999946135 0.092170983021638),0,17.21666717529297,89.91666412353516,23.89166831970215,10.566666603088379,1.3324999809265137,2.4666664600372314,train
124,POINT (35.727862409419146 0.159835755442472),0,14.508334159851074,107.25,19.991666793823242,9.008334159851074,1.1891666650772095,2.325000047683716,train
125,POINT (35.66555150878355 -0.033792397478311),0,14.583333015441895,93.66666412353516,20.566667556762695,8.641667366027832,1.2116665840148926,2.183333396911621,train
126,POINT (36.31970106632778 0.863818789667338),0,20.70833396911621,62.0,27.691665649414062,13.733333587646484,1.6225000619888306,2.316666603088379,train
127,POINT (35.302432861434404 -0.438581211248881),0,17.008333206176758,147.4166717529297,22.858335494995117,11.166666984558105,1.3466668128967285,2.4166665077209473,train
128,POINT (35.28993456877627 -0.540440069440022),0,17.274999618530273,137.25,23.42500114440918,11.141666412353516,1.37666654586792,2.441666603088379,train
129,POINT (35.42205321965548 -0.472854086069067),0,15.300000190734863,142.8333282470703,20.816667556762695,9.783333778381348,1.2633334398269653,2.2333333492279053,train
130,POINT (35.43287092506741 -0.486856290135698),0,15.533332824707031,138.9166717529297,21.174999237060547,9.891666412353516,1.279166579246521,2.316666603088379,train
131,POINT (35.27942526279333 -0.454954077468285),0,17.566667556762695,141.6666717529297,23.60833168029785,11.516666412353516,1.4025001525878906,2.5,train
132,POINT (35.12593203821084 0.682393324650256),0,17.80000114440918,91.91666412353516,24.308334350585938,11.358332633972168,1.433333396911621,2.066666603088379,train
133,POINT (35.08402154928899 0.797206306710718),0,18.608335494995117,101.25,25.23333168029785,11.991667747497559,1.505000114440918,2.2833333015441895,train
134,POINT (34.468727686780696 0.529298239317285),0,21.5916690826416,135.5,27.683334350585938,15.5,1.7975000143051147,2.2666664123535156,train
135,POINT (34.55244563755654 1.040463824687207),0,10.300000190734863,125.91666412353516,15.966667175292969,4.641666889190674,0.9991666674613953,1.283333420753479,train
136,POINT (35.06475970877281 0.890606957115725),0,18.433334350585938,93.66666412353516,25.058334350585938,11.7666654586792,1.4966665506362915,2.008333444595337,train
137,POINT (34.50915104169306 1.068572976408387),0,8.833333969116211,133.8333282470703,14.333333015441895,3.383333206176758,0.9375,1.2000000476837158,train
138,POINT (34.546411674016696 1.102723276520409),0,6.291667461395264,132.1666717529297,11.799999237060547,0.7666666507720947,0.8266666531562805,0.8999999165534973,train
139,POINT (35.08930818992635 0.796261586156966),0,18.608335494995117,101.25,25.23333168029785,11.991667747497559,1.505000114440918,2.2833333015441895,train
140,POINT (35.1193611943532 0.842892041885868),0,18.008333206176758,90.0,24.59166717529297,11.433334350585938,1.4550000429153442,2.0916666984558105,train
141,POINT (35.11531019215232 0.749247207661068),0,18.008333206176758,92.0,24.549997329711914,11.441666603088379,1.4516667127609253,2.0416667461395264,train
142,POINT (34.41831108756685 0.627835382264048),0,21.766664505004883,129.75,27.866666793823242,15.658333778381348,1.8108330965042114,2.2166664600372314,train
143,POINT (34.404332307609806 0.589765904154564),0,21.991666793823242,131.75,28.100000381469727,15.866665840148926,1.8375000953674316,2.2666666507720947,train
144,POINT (34.51275956319127 1.023200085869686),0,11.766666412353516,134.5833282470703,16.95833396911621,6.5916666984558105,1.0958331823349,1.6083332300186157,train
145,POINT (34.54368731386089 0.967082847971018),0,12.441666603088379,136.8333282470703,17.375001907348633,7.474999904632568,1.1291667222976685,1.6750000715255737,train
146,POINT (35.11308295655362 0.803250354242015),0,18.58333396911621,96.16666412353516,25.23333168029785,11.925000190734863,1.5016666650772095,2.174999713897705,train
147,POINT (34.5945614304916 1.072485115237432),0,8.84999942779541,123.25,14.499999046325684,3.2166669368743896,0.9308333396911621,1.25,train
148,POINT (35.11047596559976 0.653644995366243),0,18.08333396911621,94.83333587646484,24.566667556762695,11.583334922790527,1.459999918937683,2.1000001430511475,train
149,POINT (34.408263506579885 0.581037899305085),0,22.01666831970215,132.75,28.150001525878906,15.908333778381348,1.8400001525878906,2.2833333015441895,train
150,POINT (34.58568282347531 1.070741210040896),0,8.541666984558105,124.08333587646484,14.191666603088379,2.8500001430511475,0.9158332943916321,1.191666603088379,train
151,POINT (34.33733843846093 0.58747407927055),0,22.21666717529297,131.5833282470703,28.274999618530273,16.16666603088379,1.8691668510437012,2.2916667461395264,train
152,POINT (34.33411358893556 0.703270866154548),0,21.78333282470703,122.83333587646484,27.73333168029785,15.841666221618652,1.8274999856948853,2.2749998569488525,train
153,POINT (34.29011369121149 0.542920212382183),0,22.100000381469727,136.8333282470703,28.066667556762695,16.108333587646484,1.868333339691162,2.374999761581421,train
154,POINT (34.190593926116534 0.489957627590348),0,22.316665649414062,138.25,28.26666831970215,16.408334732055664,1.9099998474121094,2.549999952316284,train
155,POINT (34.403466677740845 0.660739180437047),0,21.69999885559082,126.66666412353516,27.733335494995117,15.633334159851074,1.808333396911621,2.2249999046325684,train
156,POINT (34.35199285687616 0.509945626207213),0,22.025001525878906,138.1666717529297,28.09166717529297,15.950000762939453,1.8550000190734863,2.308333396911621,train
157,POINT (34.18029808780858 0.497489054766769),0,22.39166831970215,135.8333282470703,28.28333282470703,16.46666717529297,1.9175000190734863,2.549999952316284,train
158,POINT (34.27853705411921 0.464710668461086),0,22.108335494995117,143.0833282470703,28.07499885559082,16.108333587646484,1.8774999380111694,2.450000047683716,train
159,POINT (34.24996193218788 0.631016781515916),0,22.633331298828125,119.5,28.64167022705078,16.616668701171875,1.9283334016799927,2.3416666984558105,train
160,POINT (34.17576818817115 0.57038296685114),0,22.600000381469727,128.3333282470703,28.541669845581055,16.674999237060547,1.9375001192092896,2.5,train
161,POINT (34.339225527848996 0.675191571852231),0,21.75,124.0,27.683334350585938,15.833332061767578,1.8258333206176758,2.233333110809326,train
162,POINT (34.27359043369443 0.638417155953017),0,22.57499885559082,119.91666412353516,28.608335494995117,16.558334350585938,1.9200000762939453,2.3333332538604736,train
163,POINT (34.17692292885388 0.427654102214283),0,22.19999885559082,140.5,28.149999618530273,16.233333587646484,1.900833249092102,2.5249998569488525,train
164,POINT (34.15871448011978 0.551003282436021),0,22.608335494995117,129.1666717529297,28.53333282470703,16.66666603088379,1.940833568572998,2.5333335399627686,train
165,POINT (35.52323347003389 1.099737721653935),0,12.908332824707031,95.83333587646484,18.475000381469727,7.349999904632568,1.129166603088379,1.958333134651184,train
166,POINT (35.61862356350697 1.169826421014387),0,17.83333396911621,83.5,24.04166603088379,11.641666412353516,1.40749990940094,2.250000238418579,train
167,POINT (35.55758382443155 1.200700884382766),0,13.791666984558105,91.5,19.516666412353516,8.050000190734863,1.18583345413208,2.000000238418579,train
168,POINT (35.57404469030982 1.073571355385782),0,15.283332824707031,89.5,21.183332443237305,9.408333778381348,1.2624999284744263,2.133333206176758,train
169,POINT (35.572465934923144 1.285689798915874),0,14.841666221618652,97.75,20.616666793823242,9.066666603088379,1.212499976158142,1.9166666269302368,train
170,POINT (35.47453387623082 0.9928877650216),0,14.008332252502441,100.83333587646484,19.825000762939453,8.216667175292969,1.1858333349227905,1.975000023841858,train
171,POINT (35.68648169920915 1.194038546467495),0,23.058334350585938,54.91666793823242,29.816667556762695,16.341665267944336,1.8174999952316284,2.174999952316284,train
172,POINT (35.565520635417 1.03656536886146),0,15.299999237060547,89.08333587646484,21.15833282470703,9.466666221618652,1.2624999284744263,2.0333335399627686,train
173,POINT (35.54297540041578 1.034679000387122),0,13.941665649414062,94.33333587646484,19.491666793823242,8.375,1.1858333349227905,2.174999952316284,train
174,POINT (35.62235890723668 0.277578863066214),0,18.316665649414062,96.83333587646484,24.508333206176758,12.133332252502441,1.3850001096725464,2.441666603088379,train
175,POINT (35.49698697046549 1.129593303362767),0,12.5,97.66666412353516,18.341665267944336,6.691667079925537,1.1033333539962769,1.8250001668930054,train
176,POINT (35.53324570066871 0.347410695220014),0,14.441666603088379,114.83333587646484,20.408334732055664,8.458333015441895,1.182499885559082,2.258333206176758,train
177,POINT (35.57390725317159 1.290241194078864),0,14.841666221618652,97.75,20.616666793823242,9.066666603088379,1.212499976158142,1.9166666269302368,train
178,POINT (35.65442147529762 0.352240943926075),0,22.624998092651367,79.08333587646484,29.524999618530273,15.766666412353516,1.654999852180481,2.2749998569488525,train
179,POINT (37.896790330922904 -0.692274778178441),0,23.058334350585938,51.08333206176758,28.366666793823242,17.78333282470703,1.9408334493637085,2.874999761581421,train
180,POINT (37.742459894728405 -0.721497495798206),0,21.66666603088379,64.5,27.074996948242188,16.29166603088379,1.8024998903274536,2.933333396911621,train
181,POINT (37.707303490215715 -0.683374633489373),0,21.29166603088379,68.91666412353516,26.708330154418945,15.866667747497559,1.7658332586288452,2.9499998092651367,train
182,POINT (37.567925114441174 -0.783256318773064),0,21.975000381469727,66.0,28.08333396911621,15.875,1.7616666555404663,2.9916670322418213,train
183,POINT (37.58022091397709 -0.801929050497214),0,21.849998474121094,65.16666412353516,27.849998474121094,15.833333015441895,1.7541667222976685,3.0416667461395264,train
184,POINT (37.599876460513755 -0.780938362595396),0,21.883331298828125,66.41666412353516,27.774999618530273,15.950000762939453,1.7666667699813843,2.9583332538604736,train
185,POINT (37.55775030120535 -0.750422738297506),0,21.96666717529297,67.58333587646484,27.90833282470703,16.024999618530273,1.7683334350585938,3.0166666507720947,train
186,POINT (37.53920221156528 -0.682793508486592),0,21.54166603088379,73.33333587646484,27.258331298828125,15.824999809265137,1.7458332777023315,2.941666603088379,train
187,POINT (37.87602226162357 -0.589846403203629),0,23.70833396911621,48.75,29.149999618530273,18.275001525878906,1.9808335304260254,2.7916667461395264,train
188,POINT (37.637577967522425 -0.617158481873246),0,21.133333206176758,75.58333587646484,26.53333282470703,15.741667747497559,1.747499942779541,2.7666664123535156,train
189,POINT (37.601582635863366 -0.786285570844445),0,21.78333282470703,66.0,27.66666603088379,15.900001525878906,1.7600001096725464,2.9666669368743896,train
190,POINT (34.31635042033391 -0.555767789659224),0,22.55000114440918,96.33333587646484,28.733335494995117,16.374998092651367,1.8749998807907104,2.4666666984558105,train
191,POINT (34.353821777938165 -0.507887962489619),0,22.741662979125977,93.58333587646484,28.79166603088379,16.724998474121094,1.8841667175292969,2.4333336353302,train
192,POINT (34.01253981978408 -0.464099209050719),0,21.558334350585938,91.0,26.483335494995117,16.625001907348633,1.838333249092102,2.3916666507720947,train
193,POINT (34.09773529702243 -0.571705466091654),0,22.39166831970215,89.5,27.25,17.516666412353516,1.90583336353302,2.383333444595337,train
194,POINT (34.27851980829029 -0.577643413295191),0,22.375,97.83333587646484,28.40833282470703,16.333332061767578,1.872499942779541,2.458333730697632,train
195,POINT (34.55091027790562 -0.586866786115025),0,21.5,108.25,27.524999618530273,15.483332633972168,1.7641667127609253,2.441666841506958,train
196,POINT (34.545944174660306 -0.594456258775747),0,21.51666831970215,108.33333587646484,27.54166603088379,15.5,1.7683333158493042,2.4833333492279053,train
197,POINT (37.86218116943851 -2.675616632325163),0,19.583332061767578,79.16666412353516,24.808332443237305,14.358333587646484,1.6966667175292969,2.958333730697632,train
198,POINT (37.012392049653585 -2.111672286395037),0,19.366666793823242,45.33333206176758,24.741666793823242,14.0,1.5741666555404663,2.9833333492279053,train
199,POINT (37.74476928438288 -2.631319696851091),0,21.774999618530273,55.75,27.816667556762695,15.725001335144043,1.8125001192092896,2.816666603088379,train
200,POINT (37.430087632292185 -2.1462142561984),0,21.633333206176758,56.08333206176758,27.51666831970215,15.758332252502441,1.7633333206176758,3.008333444595337,train
201,POINT (36.34982017907475 -2.234197770874531),0,23.149999618530273,34.83333206176758,28.82499885559082,17.483335494995117,1.755000114440918,2.875,train
202,POINT (37.01247810373072 -2.429148076321483),0,20.741666793823242,59.0,26.275001525878906,15.183333396911621,1.6641665697097778,2.4499998092651367,train
203,POINT (37.418868544674986 -2.378659441449198),0,21.600000381469727,53.5,27.2833309173584,15.908332824707031,1.7708333730697632,3.0166666507720947,train
204,POINT (37.09736489036383 -2.428452698358239),0,21.475000381469727,49.33333206176758,27.358335494995117,15.608333587646484,1.7258334159851074,3.116666793823242,train
205,POINT (37.8272785905371 -2.880820835096068),0,22.46666717529297,56.58333206176758,28.599998474121094,16.366666793823242,1.8749998807907104,3.124999761581421,train
206,POINT (36.94385146446495 -2.038678783744935),0,18.85833168029785,48.0,24.375,13.333333015441895,1.5258334875106812,2.991666555404663,train
207,POINT (36.52800293034634 -1.727973648026214),0,21.7833309173584,43.25,27.80000114440918,15.741665840148926,1.6691666841506958,3.0166666507720947,train
208,POINT (36.47504345643737 -1.679503096799673),0,21.92500114440918,44.16666793823242,27.75,16.125001907348633,1.6958332061767578,3.0500001907348633,train
209,POINT (34.517897905589194 0.36994583303516),0,21.799997329711914,146.1666717529297,28.016664505004883,15.566665649414062,1.8091665506362915,2.441666841506958,train
210,POINT (34.558384626509906 0.207719049321511),0,21.350000381469727,153.6666717529297,27.341665267944336,15.333332061767578,1.7524999380111694,2.5416667461395264,train
211,POINT (34.79679725983273 0.189836018278884),0,20.350000381469727,156.5833282470703,26.433334350585938,14.27500057220459,1.661666750907898,2.424999952316284,train
212,POINT (34.55939318922811 0.129965862843534),0,21.249998092651367,153.6666717529297,27.241668701171875,15.224998474121094,1.7350000143051147,2.5166666507720947,train
213,POINT (34.71518687323664 0.351851647103837),0,20.424999237060547,157.9166717529297,26.60832977294922,14.241665840148926,1.6825000047683716,2.4083335399627686,train
214,POINT (34.81573883270999 0.283001277463385),0,19.933332443237305,161.4166717529297,26.058332443237305,13.824999809265137,1.6424999237060547,2.366666793823242,train
215,POINT (34.626325394462334 0.208754867662618),0,20.69999885559082,154.5833282470703,26.733335494995117,14.691666603088379,1.6933335065841675,2.366666555404663,train
216,POINT (34.936727612696956 0.388045963563018),0,19.39166831970215,148.0833282470703,25.616668701171875,13.200000762939453,1.5783333778381348,2.4750001430511475,train
217,POINT (34.62146304197871 0.382700427494017),0,21.366666793823242,146.75,27.600000381469727,15.15000057220459,1.7616667747497559,2.4750001430511475,train
218,POINT (34.601994395083636 0.380935320458012),0,21.399999618530273,146.6666717529297,27.64166831970215,15.191668510437012,1.7666668891906738,2.450000047683716,train
219,POINT (34.619637090783904 0.174158002053539),0,20.816667556762695,155.3333282470703,26.874998092651367,14.791665077209473,1.6983332633972168,2.4583332538604736,train
220,POINT (34.85042657082237 0.200248098541228),0,20.0,156.5833282470703,25.975000381469727,14.0,1.6358332633972168,2.3500001430511475,train
221,POINT (34.47809717281647 0.376742465935162),0,21.716665267944336,150.3333282470703,27.933332443237305,15.533332824707031,1.8033332824707031,2.508333206176758,train
222,POINT (34.50406185408197 0.160604270870657),0,21.258331298828125,155.5,27.233335494995117,15.308331489562988,1.74833345413208,2.5249998569488525,train
223,POINT (34.608969638421904 0.400562429645196),0,21.525001525878906,143.1666717529297,27.75,15.300000190734863,1.7758334875106812,2.3999998569488525,train
224,POINT (34.519911606304596 0.320403324831166),0,21.433334350585938,152.9166717529297,27.600000381469727,15.283331871032715,1.7733335494995117,2.4750001430511475,train
225,POINT (34.509390983583074 0.340434113663336),0,21.633333206176758,150.5833282470703,27.816665649414062,15.441666603088379,1.7933331727981567,2.5333333015441895,train
226,POINT (34.528803937419354 0.155844920895743),0,21.258331298828125,154.4166717529297,27.258333206176758,15.283331871032715,1.743333339691162,2.558333158493042,train
227,POINT (34.59645930887573 0.157878519133173),0,21.124998092651367,153.1666717529297,27.183334350585938,15.091667175292969,1.7258332967758179,2.558333158493042,train
228,POINT (34.529309549940336 0.310144471300687),0,21.558334350585938,151.1666717529297,27.700002670288086,15.40000057220459,1.7816667556762695,2.4083335399627686,train
229,POINT (34.68349830067553 0.187077365952712),0,20.55000114440918,157.75,26.616666793823242,14.491667747497559,1.6766667366027832,2.3999998569488525,train
230,POINT (34.85535884654072 0.267760235815159),0,19.774999618530273,158.6666717529297,25.73333168029785,13.816666603088379,1.6241666078567505,2.375,train
