,geometry,class,temperature_2m_min,temperature_2m,temperature_2m_max,total_precipitation_sum,surface_pressure,u_component_of_wind_10m,total_evaporation_sum,v_component_of_wind_10m,dewpoint_temperature_2m,volumetric_soil_water_layer_1,soil_temperature_level_1
0,POINT (34.288866 0.499269),1,288.50179873572455,294.7716149186663,302.4790725708008,0.13431033132216297,87513.68717864825,-0.026132789856751968,-0.0898234199719607,-0.09861827422033655,289.5895010746199,0.3447617034693627,295.8781277518138
1,POINT (36.801239 -1.261967),1,285.66146500905353,292.24055409488693,300.22641531626385,0.05477655846864941,83464.36444456194,-1.9311387338553887,-0.0527005538266773,-0.47951338237336827,285.29245682774604,0.21269411142817646,294.30496873774024
2,POINT (34.9299407 0.9187688),1,284.0989059872097,290.3188573804156,297.6252212524414,0.14121107076430614,80190.3876315846,-0.7284493042568876,-0.08928332935061513,-0.6673230277167419,284.00223447479914,0.396424231094914,292.0738071859282
3,POINT (34.138156 0.504638),1,288.9160510169135,294.89601694972987,302.3316701253255,0.1589496981376505,87902.81124968847,-0.10816817323536264,-0.09244594814824975,0.10811395997007317,290.16902569198066,0.36436690878162337,296.02982903780935
4,POINT (37.6630762 -0.0869941),1,284.89534759521484,290.7993808335559,297.3350314034356,0.16908611364695061,82856.82484842552,-0.6791437868645447,-0.11531430679476923,0.7903071712590266,285.98868524723184,0.3156139648468177,291.8767755109733
5,POINT (37.6090933 0.4831488),1,289.3057001961602,296.2092328944144,303.9489858415392,0.028243918667561103,88510.62449947366,-1.2731411375114972,-0.027615190522434812,1.3444046368650309,286.45101209711925,0.141493332411216,299.5614832566793
6,POINT (34.261607 0.551105),1,288.9160510169135,294.89601694972987,302.3316701253255,0.1589496981376505,87902.81124968847,-0.10816817323536264,-0.09244594814824975,0.10811395997007317,290.16902569198066,0.36436690878162337,296.02982903780935
7,POINT (37.078103 -1.5683764),1,286.2698252995809,292.2560066555972,299.80412260691327,0.06861410675188861,83918.47726877886,-1.7526967136499063,-0.0631257864426718,-0.02993303140299075,285.9178761004561,0.250256182326219,295.5540370681803
8,POINT (36.0704836 -0.2845506),1,283.255666202969,290.69941950932326,298.33787483639185,0.10991851666974653,79752.46543441914,-0.4054499162808064,-0.09802345902426168,-0.016907325755614298,283.67232797590674,0.2738422287587936,291.88535092847684
9,POINT (39.896317 -3.435616),1,296.2065102259318,299.2383295109125,302.928497950236,0.07769995940467678,100616.24170218148,-1.3116172700263329,-0.07762271151619239,3.1825422429776618,295.12217440511256,0.1506597399229727,300.3165338704193
10,POINT (34.175648 0.554142),1,288.9160510169135,294.89601694972987,302.3316701253255,0.1589496981376505,87902.81124968847,-0.10816817323536264,-0.09244594814824975,0.10811395997007317,290.16902569198066,0.36436690878162337,296.02982903780935
11,POINT (34.350563 0.697794),1,287.465007464091,294.2206208697653,301.27131949530707,0.2142684629107445,87298.27043023544,0.029139951840964066,-0.0875707682247998,-0.36621137086069344,289.2598450530252,0.36379685323184296,294.6733476468073
