,lat,lon,Date,search_state,species,Year,Month_of_year,YearMonth,Week_of_year,geometry
84,1.176886,36.8757767,09/11/2019,Samburu,FAW,2019,11,2019-11,45,POINT (36.8757767 1.176886)
85,-0.2756865,36.0337715,14/06/2018,Nakuru,FAW,2018,6,2018-06,24,POINT (36.0337715 -0.2756865)
86,0.1141122,36.2246028,28/11/2018,Nakuru,FAW,2018,11,2018-11,48,POINT (36.2246028 0.1141122)
87,0.7521147,34.6322457,12/04/2017,Bungoma County,FAW,2017,4,2017-04,15,POINT (34.6322457 0.7521147)
88,-1.79007,36.0595,04/05/2017,Kajiado County,FAW,2017,5,2017-05,18,POINT (36.0595 -1.79007)
89,0.93371,34.7689,04/05/2017,Trans-Nzoia County,FAW,2017,5,2017-05,18,POINT (34.7689 0.93371)
90,-0.41337,37.4569,16/05/2017,Embu,FAW,2017,5,2017-05,20,POINT (37.4569 -0.41337)
91,-0.15732,36.105,23/05/2017,Nakuru,FAW,2017,5,2017-05,21,POINT (36.105 -0.15732)
92,-1.3114041,36.8118104,08/06/2017,Nairobi County,FAW,2017,6,2017-06,23,POINT (36.8118104 -1.3114041)
93,-1.2003263,36.6543959,13/06/2017,Kiambu,FAW,2017,6,2017-06,24,POINT (36.6543959 -1.2003263)
94,-1.28308,36.7267,21/06/2017,Nairobi County,FAW,2017,6,2017-06,25,POINT (36.7267 -1.28308)
95,1.02563,35.27245,29/06/2017,Trans-Nzoia County,FAW,2017,6,2017-06,26,POINT (35.27245 1.02563)
96,1.2786379,35.0912238,18/07/2017,West Pokot,FAW,2017,7,2017-07,29,POINT (35.0912238 1.2786379)
97,-0.581825,37.05206333,07/09/2017,Nyeri,FAW,2017,9,2017-09,36,POINT (37.0520633333333 -0.581825)
98,-1.4391589,37.2440674,19/11/2017,Machakos County,FAW,2017,11,2017-11,46,POINT (37.2440674 -1.4391589)
99,-0.50537,37.72824,22/11/2017,Embu,FAW,2017,11,2017-11,47,POINT (37.72824 -0.50537)
100,-1.5344537,37.1616338,24/11/2017,Machakos County,FAW,2017,11,2017-11,47,POINT (37.1616338 -1.5344537)
101,-0.5258723,37.077548,29/11/2017,Nyeri,FAW,2017,11,2017-11,48,POINT (37.077548 -0.5258723)
102,-1.23515,37.47248,06/12/2017,Machakos County,FAW,2017,12,2017-12,49,POINT (37.47248 -1.23515)
103,-4.3741836,39.4235019,10/01/2018,Kwale,FAW,2018,1,2018-01,2,POINT (39.4235019 -4.3741836)
104,-0.52697,37.01729,25/01/2018,Nyeri,FAW,2018,1,2018-01,4,POINT (37.01729 -0.52697)
105,-2.929898,37.5033104,08/02/2018,Kajiado County,FAW,2018,2,2018-02,6,POINT (37.5033104 -2.929898)
106,-0.2015921,34.8190985,15/02/2018,Kisumu County,FAW,2018,2,2018-02,7,POINT (34.8190985 -0.2015921)
107,-0.6837526,37.3598504,22/02/2018,Kirinyaga County,FAW,2018,2,2018-02,8,POINT (37.3598504 -0.6837526)
108,0.1359984,34.0804772,20/03/2018,Busia County,FAW,2018,3,2018-03,12,POINT (34.0804772 0.1359984)
109,-0.57318,37.32643,05/04/2018,Kirinyaga County,FAW,2018,4,2018-04,14,POINT (37.32643 -0.57318)
110,-0.335613,37.82998,11/04/2018,Tharaka-Nithi,FAW,2018,4,2018-04,15,POINT (37.82998 -0.335613)
111,-0.6912151,37.4880841,25/04/2018,Embu,FAW,2018,4,2018-04,17,POINT (37.4880841 -0.6912151)
112,-1.21993,36.7134,26/04/2018,Kiambu,FAW,2018,4,2018-04,17,POINT (36.7134 -1.21993)
113,-0.418800298,37.50348991,01/05/2018,Embu,FAW,2018,5,2018-05,18,POINT (37.50348991 -0.418800298)
114,-1.2721495,36.6749358,09/05/2018,Kiambu,FAW,2018,5,2018-05,19,POINT (36.6749358 -1.2721495)
115,0.721912,34.7587144,11/05/2018,Bungoma County,FAW,2018,5,2018-05,19,POINT (34.7587144 0.721912)
116,-0.035813,36.198263,23/05/2018,Nakuru,FAW,2018,5,2018-05,21,POINT (36.198263 -0.035813)
117,-3.039685,37.6842283,07/06/2018,Kajiado County,FAW,2018,6,2018-06,23,POINT (37.6842283 -3.039685)
118,-0.2656203,36.18695,22/06/2018,Nakuru,FAW,2018,6,2018-06,25,POINT (36.18695 -0.2656203)
119,-0.5428893,37.4663055,17/08/2018,Embu,FAW,2018,8,2018-08,33,POINT (37.4663055 -0.5428893)
120,-1.58253,37.24501,30/08/2018,Machakos County,FAW,2018,8,2018-08,35,POINT (37.24501 -1.58253)
121,0.3690245,34.4907171,27/10/2018,Kakamega County,FAW,2018,10,2018-10,43,POINT (34.4907171 0.3690245)
122,-4.3881297,39.3554756,01/11/2018,Kwale,FAW,2018,11,2018-11,44,POINT (39.3554756 -4.3881297)
123,0.00295,36.2274,21/02/2019,Nakuru,FAW,2019,2,2019-02,8,POINT (36.2274 0.00295)
124,-0.2704773,34.9723436,21/03/2019,Kisumu County,FAW,2019,3,2019-03,12,POINT (34.9723436 -0.2704773)
125,-0.1122772,34.9497189,17/04/2019,Kisumu County,FAW,2019,4,2019-04,16,POINT (34.9497189 -0.1122772)
126,-0.0832108,34.7656422,25/04/2019,Kisumu County,FAW,2019,4,2019-04,17,POINT (34.7656422 -0.0832108)
127,-0.5692796,36.9630065,03/06/2019,Nyeri,FAW,2019,6,2019-06,23,POINT (36.9630065 -0.5692796)
128,-1.4067127,36.7758961,04/06/2019,Kajiado County,FAW,2019,6,2019-06,23,POINT (36.7758961 -1.4067127)
129,-1.460546,36.6571219,24/06/2019,Kajiado County,FAW,2019,6,2019-06,26,POINT (36.6571219 -1.460546)
130,-0.2159,36.1648,14/08/2019,Nakuru,FAW,2019,8,2019-08,33,POINT (36.1648 -0.2159)
131,-0.9189462,34.526702,24/10/2019,Migori County,FAW,2019,10,2019-10,43,POINT (34.526702 -0.9189462)
132,-1.0651551,34.4525769,01/10/2019,Migori County,FAW,2019,10,2019-10,40,POINT (34.4525769 -1.0651551)
133,0.0535605,34.2960365,30/07/2019,Siaya County,FAW,2019,7,2019-07,31,POINT (34.2960365 0.0535605)
134,0.9346573,35.276148,26/06/2019,Trans-Nzoia County,FAW,2019,6,2019-06,26,POINT (35.276148 0.9346573)
135,1.02874,35.12113,17/06/2019,Trans-Nzoia County,FAW,2019,6,2019-06,25,POINT (35.12113 1.02874)
136,-1.1260291,34.544012,04/06/2019,Migori County,FAW,2019,6,2019-06,23,POINT (34.544012 -1.1260291)
137,0.1865098,34.1957768,27/05/2019,Siaya County,FAW,2019,5,2019-05,22,POINT (34.1957768 0.1865098)
138,0.6426725,34.9473893,22/05/2019,Kakamega County,FAW,2019,5,2019-05,21,POINT (34.9473893 0.6426725)
139,0.9366649,34.8377534,23/05/2019,Trans-Nzoia County,FAW,2019,5,2019-05,21,POINT (34.8377534 0.9366649)
140,-0.0978012,34.2749779,15/05/2019,Siaya County,FAW,2019,5,2019-05,20,POINT (34.2749779 -0.0978012)
141,-2.998274871,37.62601476,09/05/2019,Kajiado County,FAW,2019,5,2019-05,19,POINT (37.62601476 -2.998274871)
142,-1.1144871,34.3291278,16/04/2019,Migori County,FAW,2019,4,2019-04,16,POINT (34.3291278 -1.1144871)
143,-0.96993428,35.89853636,29/01/2019,Narok,FAW,2019,1,2019-01,5,POINT (35.89853636 -0.96993428)
144,-0.0671556,34.8121986,11/01/2019,Kisumu County,FAW,2019,1,2019-01,2,POINT (34.8121986 -0.0671556)
145,-0.6801384,37.6488487,31/12/2018,Embu,FAW,2018,12,2018-12,1,POINT (37.6488487 -0.6801384)
146,-0.1657188,36.1655714,17/07/2018,Nakuru,FAW,2018,7,2018-07,29,POINT (36.1655714 -0.1657188)
147,-3.0726432,37.7230122,05/07/2018,Kajiado County,FAW,2018,7,2018-07,27,POINT (37.7230122 -3.0726432)
148,-0.854850796,35.66428712,27/06/2018,Narok,FAW,2018,6,2018-06,26,POINT (35.66428712 -0.854850796)
149,0.0835315,34.0517858,19/06/2018,Busia County,FAW,2018,6,2018-06,25,POINT (34.0517858 0.0835315)
150,-3.176272,37.733,08/06/2018,Kajiado County,FAW,2018,6,2018-06,23,POINT (37.733 -3.176272)
151,0.6304007,35.0537865,05/06/2018,Uasin Gishu County,FAW,2018,6,2018-06,23,POINT (35.0537865 0.6304007)
152,-0.1713646,34.9182488,29/05/2018,Kisumu County,FAW,2018,5,2018-05,22,POINT (34.9182488 -0.1713646)
153,-1.0868165,35.8676958,29/05/2018,Narok,FAW,2018,5,2018-05,22,POINT (35.8676958 -1.0868165)
154,-2.894053569,37.5884336,24/05/2018,Kajiado County,FAW,2018,5,2018-05,21,POINT (37.5884336 -2.894053569)
155,-0.4674532,37.6911151,24/05/2018,Embu,FAW,2018,5,2018-05,21,POINT (37.6911151 -0.4674532)
156,-2.71889,37.46388,23/05/2018,Kajiado County,FAW,2018,5,2018-05,21,POINT (37.46388 -2.71889)
157,0.9743511,34.9622034,20/05/2018,Trans-Nzoia County,FAW,2018,5,2018-05,20,POINT (34.9622034 0.9743511)
158,0.6314635,35.0087176,16/05/2018,Kakamega County,FAW,2018,5,2018-05,20,POINT (35.0087176 0.6314635)
159,1.0209427,34.9852756,07/05/2018,Trans-Nzoia County,FAW,2018,5,2018-05,19,POINT (34.9852756 1.0209427)
160,-1.344176,36.64176,07/05/2018,Kajiado County,FAW,2018,5,2018-05,19,POINT (36.64176 -1.344176)
161,-0.2925258,36.1189362,03/05/2018,Nakuru,FAW,2018,5,2018-05,18,POINT (36.1189362 -0.2925258)
162,-1.3391864,37.4432928,30/04/2018,Machakos County,FAW,2018,4,2018-04,18,POINT (37.4432928 -1.3391864)
163,-1.089464671,35.95504539,26/04/2018,Narok,FAW,2018,4,2018-04,17,POINT (35.95504539 -1.089464671)
164,1.238108,35.14218,25/04/2018,West Pokot,FAW,2018,4,2018-04,17,POINT (35.14218 1.238108)
165,1.053395,35.5888663,26/04/2018,Elgeyo-Marakwet County,FAW,2018,4,2018-04,17,POINT (35.5888663 1.053395)
166,0.77076,34.75954,25/04/2018,Bungoma County,FAW,2018,4,2018-04,17,POINT (34.75954 0.77076)
167,-0.605488,37.46312,19/04/2018,Kirinyaga County,FAW,2018,4,2018-04,16,POINT (37.46312 -0.605488)
168,-0.381526441,37.83991685,19/04/2018,Tharaka-Nithi,FAW,2018,4,2018-04,16,POINT (37.83991685 -0.381526441)
169,-1.2380939,36.6000688,18/04/2018,Kiambu,FAW,2018,4,2018-04,16,POINT (36.6000688 -1.2380939)
170,1.0124943,35.3209552,17/04/2018,Trans-Nzoia County,FAW,2018,4,2018-04,16,POINT (35.3209552 1.0124943)
171,-0.51003,37.52088,16/04/2018,Embu,FAW,2018,4,2018-04,16,POINT (37.52088 -0.51003)
172,-1.46785,37.30344,11/04/2018,Machakos County,FAW,2018,4,2018-04,15,POINT (37.30344 -1.46785)
173,-1.8546139,36.7825261,10/04/2018,Kajiado County,FAW,2018,4,2018-04,15,POINT (36.7825261 -1.8546139)
174,-0.4791417,37.4696401,06/04/2018,Embu,FAW,2018,4,2018-04,14,POINT (37.4696401 -0.4791417)
175,-0.1547748,34.8391333,05/04/2018,Kisumu County,FAW,2018,4,2018-04,14,POINT (34.8391333 -0.1547748)
176,-1.372557,37.3474926,03/04/2018,Machakos County,FAW,2018,4,2018-04,14,POINT (37.3474926 -1.372557)
177,-0.41188,37.68892,23/03/2018,Tharaka-Nithi,FAW,2018,3,2018-03,12,POINT (37.68892 -0.41188)
178,-0.3973193,37.5915767,20/03/2018,Embu,FAW,2018,3,2018-03,12,POINT (37.5915767 -0.3973193)
179,-0.6430817,37.2372161,19/03/2018,Kirinyaga County,FAW,2018,3,2018-03,12,POINT (37.2372161 -0.6430817)
180,-0.5599069,37.235621,19/03/2018,Kirinyaga County,FAW,2018,3,2018-03,12,POINT (37.235621 -0.5599069)
181,-0.63085,37.112393,22/02/2018,Nyeri,FAW,2018,2,2018-02,8,POINT (37.112393 -0.63085)
182,1.0580648,35.2106801,08/02/2018,Trans-Nzoia County,FAW,2018,2,2018-02,6,POINT (35.2106801 1.0580648)
183,-2.8119982,37.4958208,25/01/2018,Kajiado County,FAW,2018,1,2018-01,4,POINT (37.4958208 -2.8119982)
184,-0.928184,35.86498,24/01/2018,Narok,FAW,2018,1,2018-01,4,POINT (35.86498 -0.928184)
185,-1.2916052,36.6095289,22/01/2018,Kiambu,FAW,2018,1,2018-01,4,POINT (36.6095289 -1.2916052)
186,-0.4487697,37.4149686,30/12/2017,Kirinyaga County,FAW,2017,12,2017-12,52,POINT (37.4149686 -0.4487697)
187,0.8097101,35.0534424,22/12/2017,Kakamega County,FAW,2017,12,2017-12,51,POINT (35.0534424 0.8097101)
188,-0.5522856,37.4052552,21/12/2017,Kirinyaga County,FAW,2017,12,2017-12,51,POINT (37.4052552 -0.5522856)
189,-1.37581284,37.25048533,11/12/2017,Machakos County,FAW,2017,12,2017-12,50,POINT (37.25048533 -1.37581284)
190,-1.3992183,36.6844302,05/12/2017,Kajiado County,FAW,2017,12,2017-12,49,POINT (36.6844302 -1.3992183)
191,-1.4184771,37.3244413,01/12/2017,Machakos County,FAW,2017,12,2017-12,48,POINT (37.3244413 -1.4184771)
192,-1.408468098,37.48089637,21/11/2017,Machakos County,FAW,2017,11,2017-11,47,POINT (37.48089637 -1.408468098)
193,-0.4699266,37.552953,21/11/2017,Embu,FAW,2017,11,2017-11,47,POINT (37.552953 -0.4699266)
194,-0.6682778,37.2900174,06/11/2017,Kirinyaga County,FAW,2017,11,2017-11,45,POINT (37.2900174 -0.6682778)
195,-0.34158,37.62088,01/11/2017,Tharaka-Nithi,FAW,2017,11,2017-11,44,POINT (37.62088 -0.34158)
196,-0.6232172,37.300714,30/10/2017,Kirinyaga County,FAW,2017,10,2017-10,44,POINT (37.300714 -0.6232172)
197,-1.0009869,35.6131361,18/10/2017,Narok,FAW,2017,10,2017-10,42,POINT (35.6131361 -1.0009869)
198,-0.6328785,37.3611863,17/10/2017,Kirinyaga County,FAW,2017,10,2017-10,42,POINT (37.3611863 -0.6328785)
199,-0.2445108,36.1128348,03/10/2017,Nakuru,FAW,2017,10,2017-10,40,POINT (36.1128348 -0.2445108)
200,-0.6263643,37.0298186,31/08/2017,Murang'a County,FAW,2017,8,2017-08,35,POINT (37.0298186 -0.6263643)
201,-0.115301,36.2225,28/08/2017,Nyandarua,FAW,2017,8,2017-08,35,POINT (36.2225 -0.115301)
202,-0.07661,36.16851,19/07/2017,Nakuru,FAW,2017,7,2017-07,29,POINT (36.16851 -0.07661)
203,1.0145792,35.1967382,14/07/2017,Trans-Nzoia County,FAW,2017,7,2017-07,28,POINT (35.1967382 1.0145792)
204,1.1317697,35.1038775,21/06/2017,Trans-Nzoia County,FAW,2017,6,2017-06,25,POINT (35.1038775 1.1317697)
205,-0.25462,36.23458,07/06/2017,Nakuru,FAW,2017,6,2017-06,23,POINT (36.23458 -0.25462)
206,0.0602005,36.2184913,02/06/2017,Nakuru,FAW,2017,6,2017-06,22,POINT (36.2184913 0.0602005)
207,0.99319,34.87029,31/05/2017,Trans-Nzoia County,FAW,2017,5,2017-05,22,POINT (34.87029 0.99319)
208,0.95475,35.61245,18/05/2017,Elgeyo-Marakwet County,FAW,2017,5,2017-05,20,POINT (35.61245 0.95475)
209,1.20277813,35.10882195,02/05/2017,West Pokot,FAW,2017,5,2017-05,18,POINT (35.10882195 1.20277813)
210,0.08633,34.234243,21/04/2017,Siaya County,FAW,2017,4,2017-04,16,POINT (34.234243 0.08633)
211,0.79611,34.665526,12/04/2017,Bungoma County,FAW,2017,4,2017-04,15,POINT (34.665526 0.79611)
212,0.73706324,34.68771768,12/04/2017,Bungoma County,FAW,2017,4,2017-04,15,POINT (34.68771768 0.73706324)
213,0.7932692,34.7163129,10/04/2017,Bungoma County,FAW,2017,4,2017-04,15,POINT (34.7163129 0.7932692)
214,0.81863313,34.75862115,03/04/2017,Bungoma County,FAW,2017,4,2017-04,14,POINT (34.75862115 0.81863313)
