,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range,split
1934,POINT (40.770349212556845 -2.428401451988125),0,172.0,109.63438,6.8666663,66.66666,1082.0,109.16127,27.2,363.0,66.0,28.016666,28.316668,27.066668,5.0,691.0,22.6,218.0,25.65,32.9,10.300001,test
1935,POINT (38.79458136240619 3.429927613170324),0,15.0,155.54886,10.316667,66.559135,413.0,102.488205,26.0,125.0,14.0,23.65,27.383333,25.3,4.0,224.0,18.4,67.0,23.383333,33.9,15.500002,test
1936,POINT (39.14235629975232 0.157998150062594),0,2.0,107.32543,10.558333,75.959236,327.0,129.2366,26.85,108.0,2.0,25.216667,27.95,26.6625,0.0,190.0,20.1,118.0,25.216667,34.0,13.9,test
1937,POINT (39.02695157223405 1.635099153637975),0,0.0,95.01496,11.075,75.85616,303.0,131.7369,28.216667,108.0,0.0,26.2,28.566668,27.4125,0.0,149.0,20.6,148.0,26.2,35.2,14.6,test
1938,POINT (37.11549159175364 4.263602607841226),0,28.0,112.34079,12.133333,74.43763,381.0,69.95844,25.25,77.0,27.0,23.6,26.283333,24.775,6.0,176.0,17.2,99.0,23.333334,33.5,16.3,test
1939,POINT (35.68820458550242 -1.273018846547048),0,81.0,92.21599,13.533333,81.5261,784.0,55.807903,18.733334,142.0,74.0,16.9,18.983334,18.058332,21.0,329.0,10.0,322.0,16.716667,26.6,16.6,test
1940,POINT (40.493385186454894 -0.873934628491074),0,56.0,127.86416,8.566667,68.53333,425.0,75.570076,28.533333,94.0,48.0,28.85,29.0,27.491667,4.0,181.0,21.7,131.0,25.783333,34.2,12.5,test
1941,POINT (34.41420198678904 4.282326458250393),0,127.0,98.58373,13.425,81.85975,531.0,48.059658,26.683334,89.0,67.0,26.95,27.45,26.1125,8.0,205.0,18.5,97.0,24.933334,34.9,16.400002,test
1942,POINT (39.55423388715977 0.740571585729131),0,4.0,96.227135,11.591667,76.766,310.0,127.1441,29.166666,108.0,4.0,26.966667,29.383333,28.2375,1.0,146.0,21.3,140.0,26.966667,36.4,15.100002,test
1943,POINT (38.21597017594571 1.090209641625679),0,0.0,80.34371,11.658333,80.4023,353.0,125.24147,25.483334,107.0,0.0,24.516666,26.516666,25.5375,0.0,173.0,18.5,154.0,24.516666,33.0,14.5,test
1944,POINT (40.607531842320256 3.676768899773765),0,2.0,126.155266,11.05,71.75324,316.0,120.41718,25.583332,100.0,2.0,23.1,26.316666,24.666666,0.0,170.0,18.0,35.0,23.1,33.4,15.400002,test
1945,POINT (39.843151431721566 -2.265554104624298),0,136.0,128.02924,8.125,67.14875,707.0,50.80486,26.916666,109.0,94.0,27.833334,27.95,26.5125,13.0,250.0,20.8,171.0,24.833332,32.9,12.100002,test
1946,POINT (35.67876068525368 -0.292937035207681),0,443.0,67.94048,12.65,81.6129,1254.0,47.43729,12.4,195.0,153.0,13.6,14.083333,13.225,38.0,447.0,6.2,305.0,12.366667,21.7,15.500001,test
1947,POINT (38.0361324325345 -2.742905738785393),0,6.0,154.30869,10.541667,68.89978,635.0,106.40558,23.016666,156.0,6.0,20.033333,23.816666,22.195833,1.0,326.0,14.8,243.0,20.033333,30.1,15.3,test
1948,POINT (37.13111931889158 3.064240050701748),0,9.0,101.207664,11.358334,77.796814,204.0,89.70584,27.066666,48.0,8.0,25.2,27.65,26.379166,0.0,93.0,19.2,52.0,25.033333,33.8,14.599998,test
1949,POINT (36.798541368106044 3.628028222987425),0,14.0,90.506805,12.025001,79.11184,234.0,80.73268,27.583334,50.0,13.0,26.083334,28.300001,27.0875,1.0,108.0,19.8,63.0,25.933332,35.0,15.200001,test
1950,POINT (39.2683546277611 2.146292221883021),0,2.0,112.65643,11.508333,73.30149,321.0,121.57581,27.916666,108.0,2.0,25.783333,28.633333,27.1625,0.0,163.0,20.1,49.0,25.783333,35.8,15.699999,test
1951,POINT (37.185643419292276 -2.7461778496488),0,29.0,150.95341,12.641666,72.2381,689.0,81.40109,22.166666,156.0,22.0,19.533333,23.016666,21.3875,7.0,324.0,13.3,185.0,19.266666,30.8,17.5,test
1952,POINT (39.59314369410014 -0.329445095638311),0,10.0,121.596085,10.2,72.85714,335.0,106.48171,28.683334,90.0,10.0,26.933332,30.016666,28.508333,3.0,173.0,22.0,119.0,26.933332,36.0,14.0,test
1953,POINT (38.378784639686955 -1.019875811443411),0,4.0,120.69558,10.633333,73.333336,715.0,126.14102,24.533333,248.0,4.0,22.35,25.366667,24.058332,1.0,425.0,17.1,237.0,22.35,31.6,14.5,test
1954,POINT (40.52297683932115 0.230099569253712),0,24.0,127.26956,10.708333,72.35361,351.0,98.71293,28.633333,96.0,22.0,27.05,30.166666,28.570833,5.0,154.0,21.8,130.0,26.933332,36.6,14.799999,test
1955,POINT (38.70434146872021 0.486287574871918),0,0.0,93.55256,11.224999,78.496506,378.0,133.47992,26.0,125.0,0.0,24.6,26.95,25.845833,0.0,204.0,19.0,153.0,24.6,33.3,14.299999,test
1956,POINT (37.947658057773744 -1.522139313656949),0,10.0,125.86895,11.008333,72.42325,751.0,110.40678,22.95,227.0,10.0,20.666666,23.85,22.495832,1.0,407.0,15.2,262.0,20.666666,30.4,15.2,test
1957,POINT (35.951294334301785 2.396067674949683),0,71.0,53.406708,14.783334,91.25514,301.0,61.9371,28.033335,63.0,37.0,27.316666,28.033335,27.375,10.0,137.0,19.3,103.0,26.8,35.5,16.2,test
1958,POINT (36.77037316528882 1.550160624062114),0,56.0,78.18491,12.966666,82.59023,534.0,68.57514,21.133333,111.0,56.0,19.166666,21.133333,20.058332,12.0,250.0,12.2,250.0,19.166666,27.9,15.7,test
1959,POINT (36.12139440809572 0.148993497922007),0,281.0,64.35432,14.658333,83.7619,950.0,42.18032,20.15,143.0,116.0,20.083334,20.683334,19.8375,26.0,332.0,11.5,248.0,19.066668,29.0,17.5,test
1960,POINT (35.656388105306156 -1.346129276561335),0,77.0,89.301796,13.058333,81.614586,802.0,57.056923,18.766666,148.0,74.0,16.716667,18.766666,17.829166,20.0,335.0,10.1,335.0,16.533333,26.1,16.0,test
1961,POINT (40.09515788667622 -2.798092117318417),0,227.0,125.124176,7.7999997,67.24139,939.0,73.80674,26.1,231.0,71.0,27.266666,27.5,26.066666,9.0,466.0,20.7,183.0,24.433334,32.3,11.599998,test
1962,POINT (36.77037316528882 1.550160624062114),0,56.0,78.18491,12.966666,82.59023,534.0,68.57514,21.133333,111.0,56.0,19.166666,21.133333,20.058332,12.0,250.0,12.2,250.0,19.166666,27.9,15.7,test
1963,POINT (36.075582805654136 -1.980777650662163),0,7.0,125.61589,12.358334,74.89899,355.0,81.8028,26.3,71.0,7.0,23.233334,26.3,25.070833,2.0,178.0,17.0,148.0,23.233334,33.5,16.5,test
1964,POINT (35.666595923174704 3.659036832944822),0,35.0,61.35312,13.575001,87.58065,244.0,74.76882,29.116667,58.0,21.0,28.633333,29.533333,28.7875,5.0,123.0,21.3,56.0,28.083334,36.8,15.5,test
1965,POINT (38.81170551197616 -3.245594019709413),0,95.0,147.30086,10.541667,70.27777,870.0,65.271324,25.166666,144.0,77.0,22.766666,26.283335,24.679167,22.0,342.0,17.4,279.0,22.75,32.4,15.000002,test
1966,POINT (40.57253977391833 1.877323014921589),0,11.0,125.72519,10.483334,70.83333,346.0,105.407074,28.783333,94.0,10.0,26.45,29.483334,27.825,3.0,163.0,21.4,45.0,26.333334,36.2,14.800001,test
1967,POINT (40.244584745072224 2.060847152379682),0,8.0,123.05685,10.408333,70.32658,339.0,107.40332,28.1,95.0,8.0,25.8,28.916666,27.245832,2.0,162.0,20.8,50.0,25.8,35.6,14.799999,test
1968,POINT (35.14138173492597 0.25416514039952),0,466.0,91.464294,12.408333,79.540596,1438.0,40.29501,17.75,189.0,177.0,18.283333,18.866667,17.729166,50.0,496.0,10.4,352.0,16.583334,26.0,15.6,test
1969,POINT (40.49110754347894 -0.922269697868388),0,60.0,130.33755,8.616667,68.38624,422.0,73.408905,28.516666,91.0,47.0,28.85,29.016666,27.466667,4.0,173.0,21.6,127.0,25.733334,34.2,12.6,test
1970,POINT (39.90123643500896 -1.521020229852744),0,61.0,139.03073,9.2,66.66667,475.0,62.446697,27.7,90.0,61.0,25.616667,29.016666,27.425,10.0,194.0,21.0,78.0,25.616667,34.8,13.799999,test
1971,POINT (35.53145474630274 2.852616140408623),0,74.0,54.972458,14.033333,89.384285,296.0,61.16067,28.433332,60.0,31.0,27.733334,28.466667,27.891666,9.0,134.0,20.0,100.0,27.316666,35.7,15.700001,test
1972,POINT (39.03373119189982 -0.971685856741552),0,9.0,128.54074,10.166666,71.596245,526.0,115.46468,27.15,165.0,9.0,24.916666,28.166666,26.7,2.0,307.0,19.9,167.0,24.916666,34.1,14.199999,test
1973,POINT (37.98251661911028 1.651907771079146),0,2.0,83.02406,11.791667,79.673416,334.0,117.42501,26.533333,100.0,2.0,24.65,26.733334,25.704166,0.0,159.0,18.4,152.0,24.65,33.2,14.800001,test
1974,POINT (37.41086103508421 -0.722575939311064),0,23.0,101.62598,11.575,76.65563,886.0,100.02383,22.6,227.0,23.0,20.35,22.683332,21.6875,4.0,432.0,14.7,350.0,20.35,29.8,15.099999,test
1975,POINT (38.657580373838655 -3.312203788449477),0,69.0,145.70296,10.625,70.833336,856.0,68.346695,25.133333,149.0,69.0,22.233334,25.75,24.145834,18.0,341.0,16.8,288.0,22.233334,31.8,15.0,test
1976,POINT (38.820045893869136 -0.191169201198881),0,0.0,110.373856,10.291667,74.57729,360.0,133.92484,26.466667,130.0,0.0,24.716667,27.5,26.1875,0.0,225.0,19.6,116.0,24.716667,33.4,13.800001,test
1977,POINT (35.38727666695147 -0.745491960315401),0,249.0,74.049515,12.516667,80.75269,1327.0,42.967007,17.183332,230.0,246.0,15.733334,17.566666,16.633333,69.0,538.0,9.4,291.0,15.733334,24.9,15.5,test
1978,POINT (39.93944638185288 -3.45958768625426),0,164.0,125.22404,7.6,65.517235,821.0,73.97087,25.6,203.0,63.0,26.8,27.05,25.541666,9.0,406.0,20.4,149.0,23.95,32.0,11.6,test
1979,POINT (37.31673610921654 -0.04185155291727),0,245.0,88.80095,11.6,75.32467,1506.0,49.89924,7.75,237.0,233.0,7.916667,8.833334,7.741667,47.0,532.0,0.8,441.0,6.6,16.2,15.400001,test
1980,POINT (38.99785758419004 0.770373619116039),0,0.0,94.27554,11.383333,78.505745,331.0,136.19794,26.983334,115.0,0.0,25.616667,28.033333,26.883333,0.0,162.0,20.0,152.0,25.616667,34.5,14.5,test
1981,POINT (37.83612560819652 2.801804811197471),0,2.0,111.03762,10.808333,74.54023,248.0,106.29665,27.483334,73.0,2.0,25.233334,28.066666,26.679167,0.0,124.0,19.5,53.0,25.233334,34.0,14.5,test
1982,POINT (38.81513351092851 1.693690987886141),0,0.0,93.20881,11.299999,76.87074,305.0,130.25061,27.883333,106.0,0.0,25.883333,28.2,27.083334,0.0,149.0,20.2,148.0,25.883333,34.9,14.700001,test
1983,POINT (40.363223945128276 1.296913472964945),0,12.0,115.51191,10.891666,73.59234,332.0,106.550766,28.383333,95.0,10.0,27.233334,30.0,28.529167,3.0,151.0,21.9,131.0,27.133333,36.7,14.800001,test
1984,POINT (39.444422760808614 2.197786900310396),0,2.0,117.495155,11.408334,72.66454,313.0,120.14536,27.933332,103.0,2.0,25.733334,28.716667,27.1625,0.0,158.0,20.2,47.0,25.733334,35.9,15.700001,test
1985,POINT (34.520355808633354 4.09096215542614),0,115.0,85.36907,14.116667,83.53057,481.0,50.468315,27.55,86.0,58.0,27.783333,28.283333,27.083334,7.0,193.0,19.1,86.0,26.1,36.0,16.9,test
1986,POINT (34.210857870346004 0.196492839430778),0,310.0,60.858753,11.633333,83.69305,1585.0,42.162323,22.45,255.0,240.0,22.633333,22.866667,22.108334,51.0,608.0,15.5,287.0,21.316666,29.4,13.9,test
1987,POINT (38.4425187495559 -2.74935004566788),0,36.0,146.2304,10.25,69.25676,837.0,92.6202,24.2,177.0,36.0,21.716667,25.316666,23.716667,9.0,386.0,16.5,309.0,21.716667,31.3,14.799999,test
1988,POINT (39.410499860816664 3.044399440238245),0,6.0,147.34714,10.675,66.71875,347.0,114.152504,26.383333,108.0,6.0,23.8,27.583334,25.595833,1.0,181.0,18.5,47.0,23.8,34.5,16.0,test
1989,POINT (35.81476549410788 4.571518449261439),0,74.0,80.60727,13.325,83.805046,453.0,62.229263,28.383333,88.0,53.0,27.7,29.4,28.195833,13.0,211.0,20.7,102.0,27.400002,36.6,15.899998,test
1990,POINT (37.54408900627394 -0.245562316280981),0,245.0,94.279564,10.416666,78.3208,1995.0,74.375145,16.866667,399.0,240.0,16.316668,17.1,16.125,54.0,852.0,10.0,604.0,14.783333,23.3,13.299999,test
1991,POINT (37.38367252914892 2.102497268561805),0,9.0,83.97782,12.316666,82.11111,306.0,102.31787,26.616667,88.0,8.0,24.7,26.766666,25.725,1.0,156.0,18.2,137.0,24.65,33.2,15.0,test
1992,POINT (38.956356160508975 -4.430928159665673),0,142.0,159.62312,9.4,66.19719,800.0,47.426193,25.583332,125.0,121.0,26.333332,26.583332,24.725,24.0,307.0,17.9,128.0,22.733334,32.1,14.199999,test
1993,POINT (38.044383477331394 2.176044108522845),0,8.0,93.33369,10.275,73.39286,409.0,107.57771,24.75,121.0,8.0,22.883333,25.233334,24.045834,2.0,201.0,17.3,183.0,22.883333,31.3,14.0,test
1994,POINT (39.376744806287654 -2.989083398410544),0,110.0,132.32407,9.308333,69.465164,755.0,55.557426,26.116667,121.0,88.0,24.05,27.25,25.7375,22.0,302.0,19.3,196.0,24.033333,32.7,13.400002,test
1995,POINT (35.38727666695147 -0.745491960315401),0,249.0,74.049515,12.516667,80.75269,1327.0,42.967007,17.183332,230.0,246.0,15.733334,17.566666,16.633333,69.0,538.0,9.4,291.0,15.733334,24.9,15.5,test
1996,POINT (35.64121675559637 -1.402289310271762),0,83.0,90.50679,12.475,81.53594,850.0,56.79291,17.95,158.0,81.0,16.2,18.25,17.3125,22.0,356.0,9.9,351.0,16.0,25.2,15.300001,test
1997,POINT (36.080672295394095 -0.609811116974052),0,211.0,84.35135,13.4,79.28994,834.0,39.948204,15.65,138.0,126.0,15.283334,15.85,14.783334,34.0,300.0,7.2,242.0,13.75,24.1,16.900002,test
1998,POINT (36.82321645730607 1.810336062713344),0,47.0,70.1122,12.075,80.5,502.0,74.574295,21.483334,116.0,47.0,19.866667,21.6,20.629168,9.0,240.0,13.3,192.0,19.866667,28.3,14.999999,test
1999,POINT (35.219316004858165 3.95233575276666),0,59.0,69.362656,14.608334,86.439835,345.0,66.59944,28.416666,76.0,43.0,27.75,29.016666,28.070833,9.0,163.0,20.0,71.0,27.283333,36.9,16.900002,test
2000,POINT (38.195550480459346 -0.979268159524697),0,3.0,121.60544,10.95,73.98648,717.0,124.833084,23.516666,239.0,3.0,21.233334,24.25,22.983334,0.0,410.0,15.9,254.0,21.233334,30.7,14.800001,test
2001,POINT (38.79458136240619 3.429927613170324),0,15.0,155.54886,10.316667,66.559135,413.0,102.488205,26.0,125.0,14.0,23.65,27.383333,25.3,4.0,224.0,18.4,67.0,23.383333,33.9,15.500002,test
2002,POINT (36.52868586733725 2.244533650816954),0,28.0,70.72541,14.458334,87.098404,222.0,78.43121,29.416668,54.0,21.0,28.25,29.566666,28.670834,3.0,110.0,20.5,87.0,27.766666,37.1,16.599998,test
2003,POINT (34.293197798303545 -0.982315014418823),0,144.0,66.61031,11.841666,80.55556,1159.0,52.019432,22.366667,205.0,144.0,21.133333,22.833334,22.0375,40.0,481.0,14.8,262.0,21.133333,29.5,14.7,test
2004,POINT (37.614935201554474 0.786031606424964),0,11.0,71.98483,13.033333,84.632034,486.0,104.87528,23.266666,130.0,11.0,22.683334,24.3,23.45,3.0,222.0,16.1,193.0,22.683334,31.5,15.4,test
2005,POINT (36.66703330756766 0.818241841),0,173.0,73.747116,14.716666,83.145004,676.0,51.447887,18.133333,115.0,74.0,17.45,18.566666,17.525,18.0,254.0,8.9,250.0,16.699999,26.6,17.7,test
2006,POINT (35.09738956868948 1.94460469037679),0,285.0,64.22028,11.95,82.98611,768.0,54.771275,20.466667,118.0,67.0,21.466667,21.866667,21.033333,15.0,295.0,14.3,179.0,20.216667,28.7,14.400001,test
2007,POINT (38.835104790853315 2.639888293394772),0,2.0,128.93506,9.133333,67.65432,317.0,116.11955,26.866667,101.0,2.0,24.516666,27.833334,26.116667,0.0,160.0,20.0,52.0,24.516666,33.5,13.5,test
2008,POINT (38.99712690150454 -0.283614987294614),0,2.0,115.78455,10.916666,74.77168,370.0,127.36227,27.166666,125.0,2.0,25.3,28.233334,26.866667,0.0,223.0,19.9,124.0,25.3,34.5,14.6,test
2009,POINT (36.886283637062476 0.550139361685534),0,131.0,66.27536,14.616667,83.52381,875.0,72.75503,19.9,198.0,100.0,18.9,19.9,19.016666,22.0,403.0,10.5,403.0,18.35,28.0,17.5,test
2010,POINT (35.65613507617175 3.706499172733392),0,34.0,60.620182,13.575001,87.58065,241.0,74.432434,29.316666,57.0,21.0,28.816668,29.733334,28.995834,5.0,121.0,21.5,56.0,28.300001,37.0,15.5,test
2011,POINT (38.15577825376983 -1.629064878903581),0,8.0,127.74486,10.375,71.55173,653.0,113.00506,23.716667,196.0,8.0,21.4,24.616667,23.2375,1.0,362.0,16.2,223.0,21.4,30.7,14.5,test
2012,POINT (34.93975903079766 3.86810025206487),0,83.0,70.12974,14.650001,86.176476,400.0,59.54005,28.166666,82.0,51.0,28.283333,28.783333,27.800001,8.0,179.0,19.7,76.0,27.033335,36.7,17.0,test
2013,POINT (37.19782751828122 1.241571427893422),0,29.0,74.938095,11.491667,80.92723,746.0,91.93919,20.533333,191.0,29.0,18.733334,20.566666,19.595833,9.0,377.0,12.7,304.0,18.733334,26.9,14.2,test
2014,POINT (35.37680499828701 2.116138222874826),0,147.0,56.062416,13.724999,86.86709,453.0,53.672962,26.05,73.0,46.0,25.566666,26.233334,25.454166,11.0,175.0,17.8,125.0,24.816666,33.6,15.799999,test
2015,POINT (35.433030897440595 -0.012505052028964),0,493.0,79.832924,11.408334,81.4881,1317.0,47.578465,13.666667,204.0,156.0,15.216667,15.7,14.7125,49.0,493.0,8.5,292.0,13.666667,22.5,14.0,test
2016,POINT (37.72299274720468 1.491912357819186),0,4.0,75.47199,11.958333,80.79955,379.0,110.621155,25.65,109.0,4.0,23.916666,25.783333,24.8375,1.0,187.0,17.5,169.0,23.916666,32.3,14.799999,test
2017,POINT (36.8412181125172 -2.285793817671839),0,12.0,136.49843,11.316667,71.174,560.0,81.54796,21.216667,122.0,9.0,18.766666,21.8,20.4,1.0,265.0,12.9,253.0,18.416666,28.8,15.9,test
2018,POINT (40.153499604963 1.957595291898555),0,9.0,118.25353,10.825,72.16667,346.0,107.45127,28.733334,102.0,8.0,26.533333,29.4,27.820833,2.0,170.0,21.1,51.0,26.45,36.1,14.999998,test
2019,POINT (35.8603985503555 1.739489430017939),0,130.0,63.715454,13.391666,86.39785,418.0,54.12454,25.866667,71.0,46.0,25.266666,25.966667,25.1125,12.0,167.0,17.5,121.0,24.366667,33.0,15.5,test
2020,POINT (36.86284713619385 0.417240214634683),0,154.0,63.906887,14.65,81.843575,827.0,64.4575,19.316666,176.0,93.0,18.366667,19.316666,18.475,20.0,352.0,9.7,352.0,17.8,27.6,17.900002,test
2021,POINT (38.497485165636554 0.014075725032563),0,0.0,105.74679,10.708333,75.94563,394.0,131.00957,26.016666,133.0,0.0,24.25,26.9,25.6875,0.0,225.0,19.0,142.0,24.25,33.1,14.099998,test
2022,POINT (37.47407275710686 -1.780273895226397),0,13.0,139.01372,10.541667,69.353065,727.0,95.16992,21.25,182.0,9.0,19.016666,22.2,20.720833,1.0,333.0,13.5,276.0,18.7,28.7,15.200001,test
2023,POINT (39.530904421241054 -3.476868445288464),0,128.0,131.226,8.808333,67.75641,794.0,53.44679,25.4,129.0,109.0,25.75,25.916666,24.420834,20.0,291.0,18.2,182.0,22.75,31.2,13.0,test
2024,POINT (37.77627913656733 2.584768407694276),0,5.0,98.175575,11.924999,77.94118,263.0,104.81745,27.516666,75.0,4.0,25.566666,27.949999,26.729166,0.0,131.0,19.0,52.0,25.466667,34.3,15.299999,test
2025,POINT (40.406401183949036 2.170053138165221),0,9.0,127.730804,10.433333,70.02237,352.0,108.65338,27.816668,100.0,9.0,25.4,28.633335,26.916666,2.0,170.0,20.5,48.0,25.4,35.4,14.900002,test
2026,POINT (37.815414780618276 0.447876722345162),0,13.0,76.07189,12.775,81.89103,786.0,107.160904,22.716667,220.0,13.0,22.183332,23.85,22.9625,3.0,403.0,15.8,286.0,22.183332,31.4,15.599999,test
2027,POINT (39.142573481498864 -1.656959566032138),0,34.0,138.07936,9.916667,69.83568,595.0,93.39258,27.033333,148.0,34.0,24.616667,28.066668,26.525,6.0,309.0,19.7,184.0,24.616667,33.9,14.200001,test
2028,POINT (37.37292363655957 -2.635564236735381),0,26.0,146.4446,13.125,73.32402,716.0,83.97431,22.533333,157.0,20.0,19.85,23.233334,21.6875,5.0,318.0,13.4,188.0,19.6,31.3,17.9,test
2029,POINT (39.8495287392864 -0.349056673089),0,13.0,125.37825,9.85,71.897804,344.0,104.512505,28.233334,91.0,13.0,26.433334,29.616669,28.066668,4.0,173.0,21.7,123.0,26.433334,35.4,13.700001,test
2030,POINT (37.727103031654174 3.490895191817805),0,18.0,127.13329,11.083333,72.91667,386.0,84.42048,22.933334,99.0,18.0,20.583334,23.916666,22.241667,5.0,190.0,15.1,92.0,20.583334,30.3,15.199999,test
2031,POINT (37.48771558262954 -0.645739470114107),0,28.0,103.41885,11.8,77.12418,944.0,99.05888,22.2,235.0,28.0,19.949999,22.366667,21.35,6.0,442.0,14.3,363.0,19.949999,29.6,15.3,test
2032,POINT (40.073578953314126 3.017003873294192),0,5.0,129.2541,11.125,71.31411,326.0,118.74649,26.983334,103.0,5.0,24.516666,27.816666,26.104166,1.0,169.0,19.2,42.0,24.516666,34.8,15.599998,test
2033,POINT (38.6990937619089 -3.175735788348117),0,79.0,146.7037,10.700001,70.39474,929.0,69.21508,25.716667,174.0,79.0,22.766666,26.283333,24.708334,22.0,377.0,17.3,316.0,22.766666,32.5,15.200001,test
2034,POINT (37.15373621958567 1.906757496702432),0,17.0,78.504,12.15,82.0946,362.0,89.84825,24.233334,90.0,15.0,22.416666,24.35,23.341667,3.0,178.0,16.0,151.0,22.383333,30.8,14.799999,test
2035,POINT (37.405397864720285 1.044189809688668),0,16.0,68.32826,12.141666,83.162094,498.0,96.54881,23.733334,125.0,15.0,22.35,23.783333,22.9375,4.0,238.0,15.9,208.0,22.216667,30.5,14.6,test
2036,POINT (38.653146641050164 0.668604253352924),0,0.0,89.33678,11.383333,79.05092,369.0,133.56657,26.0,119.0,0.0,24.7,26.95,25.891666,0.0,192.0,19.0,157.0,24.7,33.4,14.400002,test
2037,POINT (38.12979019184881 1.005604966240671),0,0.0,79.91829,11.625,80.17241,394.0,122.248,24.75,121.0,0.0,23.783333,25.75,24.7875,0.0,197.0,17.8,165.0,23.783333,32.3,14.5,test
2038,POINT (38.82107859324525 1.790694457193193),0,0.0,95.42869,11.391666,76.45414,308.0,127.783775,27.866667,106.0,0.0,25.85,28.216667,27.070833,0.0,153.0,20.1,51.0,25.85,35.0,14.9,test
2039,POINT (37.61513540667648 -2.151225166730334),0,6.0,140.3641,11.625,70.454544,630.0,100.92042,22.666668,163.0,6.0,20.266666,23.85,22.279167,0.0,313.0,14.4,241.0,20.266666,30.9,16.5,test
2040,POINT (37.61513540667648 -2.151225166730334),0,6.0,140.3641,11.625,70.454544,630.0,100.92042,22.666668,163.0,6.0,20.266666,23.85,22.279167,0.0,313.0,14.4,241.0,20.266666,30.9,16.5,test
2041,POINT (38.529301652711865 3.149525343471667),0,8.0,139.33281,11.0,70.0637,358.0,105.45491,26.566666,110.0,8.0,24.116667,27.7,25.85,2.0,188.0,18.6,63.0,24.116667,34.3,15.699999,test
2042,POINT (34.99623007172232 0.556067678914829),0,516.0,80.09936,12.616667,81.39785,1325.0,50.434082,17.483334,210.0,134.0,18.95,19.5,18.475,35.0,516.0,11.4,284.0,17.483334,26.9,15.5,test
2043,POINT (40.33244855102264 0.139146677889743),0,24.0,126.452156,10.8,72.97298,366.0,99.015976,29.75,102.0,22.0,27.133333,30.233334,28.658333,5.0,163.0,21.8,139.0,27.016666,36.6,14.799999,test
2044,POINT (38.34857213741235 -3.725141423640064),0,37.0,169.13998,10.75,67.1875,682.0,72.99144,23.533333,113.0,37.0,20.566668,24.666668,22.741667,9.0,278.0,15.1,183.0,20.566668,31.1,16.0,test
2045,POINT (38.46250105465489 -2.649748434109708),0,38.0,144.73068,10.316667,69.23937,825.0,90.49129,24.816666,173.0,38.0,22.333334,25.916666,24.316668,9.0,376.0,17.1,299.0,22.333334,32.0,14.9,test
