,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range,split
353,POINT (39.57000354830481 1.927793684047653),0,3.0,108.14204,11.450001,74.35065,320.0,118.536316,28.416668,105.0,3.0,26.35,29.066668,27.641666,1.0,162.0,20.8,48.0,26.35,36.2,15.400002,train
354,POINT (38.38572487918842 1.461826762931463),0,0.0,83.6479,11.666666,79.36508,314.0,127.87789,27.550001,104.0,0.0,25.633333,27.75,26.716667,0.0,151.0,19.6,148.0,25.633333,34.3,14.699999,train
355,POINT (40.432556640838406 3.888798745001879),0,1.0,121.43944,11.058333,71.807365,317.0,122.73245,25.083334,104.0,1.0,22.75,25.85,24.245832,0.0,178.0,17.6,35.0,22.75,33.0,15.4,train
356,POINT (35.13748809966558 0.873145674451968),0,432.0,83.94962,13.275001,81.94444,1075.0,56.62347,17.15,169.0,92.0,18.733334,19.25,18.195833,22.0,432.0,10.9,234.0,17.15,27.1,16.2,train
357,POINT (39.668350459142836 -0.692315743483663),0,18.0,130.39206,10.075,71.4539,399.0,101.6013,28.366667,104.0,18.0,26.333332,29.633333,28.079166,5.0,199.0,21.5,140.0,26.333332,35.6,14.099998,train
358,POINT (38.75615031382882 -0.913971887055909),0,4.0,120.98708,9.799999,71.53285,598.0,126.64784,25.866667,212.0,4.0,23.733334,26.766666,25.416666,1.0,367.0,18.9,186.0,23.733334,32.6,13.699999,train
359,POINT (34.564952703547334 -0.753531227525065),0,313.0,65.79784,11.725,81.423615,1531.0,37.791668,21.3,231.0,243.0,21.5,21.75,20.920834,57.0,570.0,14.0,293.0,20.066668,28.4,14.4,train
360,POINT (38.42655265528084 -3.391353942746004),0,83.0,156.00783,9.425,66.84397,1042.0,72.091095,22.016666,196.0,83.0,19.066668,22.816666,21.095833,22.0,430.0,14.5,223.0,19.066668,28.6,14.1,train
361,POINT (38.158944808714786 -2.421192846439927),0,9.0,147.14131,11.258333,69.927536,630.0,108.9883,24.433334,164.0,9.0,21.833334,25.516666,23.9125,2.0,326.0,16.1,237.0,21.833334,32.2,16.1,train
362,POINT (38.801354646900975 0.950091943043137),0,0.0,88.03731,11.825,79.89864,318.0,135.88788,27.183332,110.0,0.0,25.966667,28.216667,27.1375,0.0,153.0,20.1,147.0,25.966667,34.9,14.800001,train
363,POINT (38.21575047692777 -2.456935714217637),0,12.0,146.56871,10.941667,69.69215,640.0,107.49971,24.583334,162.0,12.0,22.0,25.666666,24.0625,2.0,327.0,16.4,242.0,22.0,32.1,15.699999,train
364,POINT (35.95937035166997 2.390066463785321),0,71.0,53.02053,14.691667,91.25257,300.0,61.0558,27.983334,62.0,37.0,27.283333,27.983334,27.329166,10.0,135.0,19.3,102.0,26.75,35.4,16.100002,train
365,POINT (34.568460837321695 3.215948867545418),0,172.0,83.40301,13.183332,82.91405,499.0,52.218,25.466667,77.0,45.0,25.766666,26.216667,25.083334,7.0,186.0,17.9,73.0,24.083334,33.8,15.9,train
366,POINT (34.73473236110806 1.166798515938205),0,467.0,72.37711,10.791666,80.53483,1295.0,48.07158,14.666666,191.0,128.0,16.1,16.449999,15.529166,29.0,481.0,9.4,164.0,14.65,22.8,13.4,train
367,POINT (38.90193822508754 -3.935309205434487),0,93.0,150.12305,9.525,68.03571,678.0,51.6522,24.366667,107.0,81.0,22.033333,25.583334,23.9125,24.0,252.0,17.2,144.0,21.983334,31.2,14.0,train
368,POINT (40.33634299640004 1.710164375221265),0,11.0,119.26861,10.566667,71.3964,350.0,104.67271,29.083334,100.0,10.0,26.9,29.766666,28.175,3.0,169.0,21.7,49.0,26.8,36.5,14.799999,train
369,POINT (36.968596861034236 3.394660077373385),0,8.0,96.376595,12.558332,79.48312,194.0,90.64787,28.716667,44.0,8.0,26.9,29.416666,28.145834,0.0,88.0,20.5,48.0,26.9,36.3,15.799999,train
370,POINT (34.20309591547762 0.49054853900222),0,345.0,61.367,11.8,83.68794,1682.0,43.8603,22.6,260.0,229.0,22.75,23.016666,22.225,54.0,646.0,15.6,276.0,21.45,29.7,14.1,train
371,POINT (39.00444906441018 0.000948599953416),0,2.0,109.419975,10.8,75.52447,301.0,129.38899,27.466667,102.0,2.0,25.733334,28.5,27.2,0.0,180.0,20.4,102.0,25.733334,34.7,14.300001,train
372,POINT (35.84312856386604 3.943738886071395),0,29.0,64.99854,13.308333,85.860214,265.0,78.446434,29.966667,61.0,20.0,29.483334,30.633333,29.745832,4.0,134.0,22.3,61.0,29.033333,37.8,15.5,train
373,POINT (40.25182166492583 -0.538022406241907),0,30.0,127.83972,9.491667,70.30864,369.0,89.821526,28.2,88.0,28.0,26.366667,29.483334,27.945833,4.0,161.0,21.7,128.0,26.25,35.2,13.5,train
374,POINT (36.557561914377494 0.982182006534089),0,203.0,77.736694,13.241667,81.73868,661.0,46.187557,17.366667,93.0,74.0,16.8,17.866667,16.795834,19.0,224.0,8.9,211.0,15.883333,25.1,16.2,train
375,POINT (36.57508611206698 1.186024968786221),0,239.0,87.163864,12.308333,79.4086,805.0,43.325104,14.9,110.0,95.0,14.6,15.533333,14.420834,23.0,266.0,7.2,254.0,13.349999,22.7,15.500001,train
376,POINT (40.23634258163512 1.73200988354575),0,11.0,117.22403,10.825001,71.68874,353.0,104.89173,29.183332,104.0,10.0,27.033333,29.866667,28.2875,3.0,173.0,21.6,52.0,26.95,36.7,15.1,train
377,POINT (35.71187183969986 -0.049124812167731),0,350.0,62.93786,11.625,83.03571,1118.0,48.95194,14.8,180.0,137.0,14.85,15.266666,14.495833,34.0,401.0,8.0,301.0,13.7,22.0,14.0,train
378,POINT (36.29573983891284 -0.464000696610982),0,155.0,76.46548,15.166667,80.67376,638.0,38.135345,17.666666,103.0,101.0,17.183332,17.8,16.816668,25.0,230.0,8.1,186.0,15.883333,26.9,18.8,train
379,POINT (38.016666891487084 -3.832164448765474),0,25.0,168.38077,11.041667,69.010414,639.0,77.07997,25.05,111.0,25.0,21.216667,25.316668,23.429167,6.0,271.0,15.6,202.0,21.216667,31.6,16.0,train
380,POINT (40.28291942655188 -2.551062670473661),0,162.0,120.6014,7.75,67.982445,925.0,76.29076,27.0,233.0,78.0,28.066666,28.333332,26.941666,9.0,472.0,21.8,187.0,25.383333,33.2,11.400002,train
381,POINT (40.90794026152327 1.969586715837147),0,13.0,133.96275,10.708334,70.91612,358.0,106.84222,27.65,95.0,13.0,26.15,29.516666,27.7875,4.0,169.0,21.2,42.0,26.15,36.3,15.099998,train
382,POINT (40.11785116684314 1.805629289864721),0,8.0,114.521385,11.0,72.84769,347.0,104.314415,29.133333,101.0,8.0,26.933334,29.766666,28.233334,2.0,173.0,21.5,54.0,26.933334,36.6,15.099998,train
383,POINT (38.653994889649006 2.959357806916177),0,5.0,136.5671,9.708333,67.89045,342.0,110.91722,26.533333,109.0,5.0,24.083334,27.616667,25.7875,1.0,179.0,19.2,58.0,24.083334,33.5,14.299999,train
384,POINT (38.94057333327748 -1.009890471094097),0,8.0,127.26136,9.916666,71.34293,573.0,118.44953,26.75,185.0,8.0,24.533333,27.75,26.3,2.0,337.0,19.7,183.0,24.533333,33.6,13.899998,train
385,POINT (37.45217245047045 -2.415043538629715),0,14.0,147.12589,12.025,70.73529,635.0,90.00606,22.633333,141.0,11.0,20.1,23.516666,21.9625,2.0,286.0,14.0,250.0,19.85,31.0,17.0,train
386,POINT (35.577456013525264 2.291868737851275),0,116.0,54.202217,12.933333,87.98186,387.0,54.591003,25.966667,68.0,42.0,25.433334,26.083334,25.366667,10.0,159.0,18.2,118.0,24.733334,32.9,14.700001,train
387,POINT (38.92730265985882 -2.69262643991221),0,67.0,141.76378,9.983334,69.328705,828.0,72.09559,26.266666,152.0,67.0,23.883333,27.366667,25.783333,20.0,352.0,18.9,264.0,23.883333,33.3,14.4,train
388,POINT (36.8738017374794 0.899734358843995),0,127.0,71.735794,12.841667,82.318375,717.0,60.46137,18.1,144.0,91.0,17.033333,18.1,17.1125,21.0,297.0,9.5,297.0,16.333334,25.1,15.6,train
389,POINT (35.376881862505435 4.582352719522709),0,110.0,76.25714,15.2,84.44444,567.0,55.359577,27.533333,110.0,83.0,28.0,28.483334,27.333334,17.0,245.0,18.8,111.0,26.633333,36.8,18.0,train
390,POINT (37.12808071365894 0.838305701307601),0,38.0,68.62695,14.258333,84.87103,790.0,90.35369,22.766666,203.0,38.0,21.2,22.766666,21.8625,12.0,402.0,13.7,402.0,21.2,30.5,16.8,train
391,POINT (40.58128638335794 -2.014604148190045),0,172.0,115.47252,7.0249996,66.27359,884.0,82.21539,27.166668,232.0,60.0,28.2,28.4,27.095833,6.0,481.0,22.2,168.0,25.583334,32.8,10.599998,train
392,POINT (34.568460837321695 3.215948867545418),0,172.0,83.40301,13.183332,82.91405,499.0,52.218,25.466667,77.0,45.0,25.766666,26.216667,25.083334,7.0,186.0,17.9,73.0,24.083334,33.8,15.9,train
393,POINT (35.49223009144637 2.893223024152193),0,73.0,54.249348,13.808334,89.08602,296.0,62.455616,28.716667,62.0,31.0,27.983334,28.733334,28.170834,9.0,136.0,20.3,102.0,27.616667,35.8,15.5,train
394,POINT (36.16581586180367 2.63986195949895),0,48.0,59.39563,14.808333,89.747475,270.0,69.79243,29.25,60.0,33.0,28.35,29.25,28.5375,7.0,133.0,20.3,133.0,27.883333,36.8,16.5,train
395,POINT (39.647983031690174 -3.985382649239699),0,207.0,144.0933,8.166667,65.33333,1080.0,71.90268,26.25,262.0,96.0,27.833334,27.916666,26.308332,15.0,515.0,20.4,225.0,24.45,32.9,12.500002,train
396,POINT (38.58130358484614 2.990847040192635),0,5.0,136.26236,9.316667,67.51208,342.0,108.98857,26.35,107.0,5.0,23.916666,27.433334,25.608334,1.0,177.0,19.3,60.0,23.916666,33.1,13.799999,train
397,POINT (40.077167118757764 0.559166205017938),0,13.0,115.53153,10.725,73.965515,330.0,110.79055,28.433334,98.0,13.0,26.9,29.833334,28.395834,4.0,154.0,21.7,132.0,26.9,36.2,14.5,train
398,POINT (40.19978180906742 3.890356107627167),0,4.0,128.97026,10.4,69.79867,326.0,122.84447,25.033333,111.0,4.0,22.633333,25.949999,24.233334,1.0,189.0,17.7,39.0,22.633333,32.6,14.899998,train
399,POINT (35.82537043268183 0.134160705076185),0,309.0,56.90236,13.816667,84.24797,1015.0,36.984802,19.516666,127.0,139.0,19.566666,19.9,19.233334,34.0,329.0,11.5,246.0,18.483334,27.9,16.4,train
400,POINT (39.18062377999663 0.529478380743568),0,2.0,98.54627,11.016667,77.58216,317.0,129.47472,27.133333,98.0,2.0,25.716667,28.233334,27.025,0.0,166.0,20.3,131.0,25.716667,34.5,14.200001,train
401,POINT (37.487911903142276 -0.178376891415),0,193.0,80.003555,10.641666,78.24755,1500.0,65.12774,14.016666,278.0,193.0,12.166666,14.116667,13.2375,44.0,594.0,6.9,466.0,12.166666,20.5,13.6,train
402,POINT (34.70073596311191 3.286298536619515),0,136.0,74.02394,13.65,85.3125,435.0,52.794525,26.616667,74.0,42.0,26.766666,27.216667,26.225,6.0,172.0,18.8,68.0,25.316666,34.8,16.0,train
403,POINT (38.555611296587614 -2.941564167461668),0,82.0,145.64641,10.366667,70.04505,1045.0,75.66734,25.233334,209.0,82.0,22.233334,25.8,24.191668,22.0,431.0,17.0,364.0,22.233334,31.8,14.799999,train
404,POINT (38.983986340723405 1.193907260800469),0,0.0,83.742935,10.783333,78.1401,286.0,133.86223,28.166666,100.0,0.0,26.033333,28.166666,27.141666,0.0,135.0,20.7,135.0,26.033333,34.5,13.799999,train
405,POINT (36.48578425878754 -0.395054640454754),0,246.0,80.83256,13.741667,77.20038,981.0,41.802353,14.266666,143.0,123.0,14.116667,14.933333,13.904166,35.0,364.0,5.6,244.0,12.9,23.4,17.8,train
406,POINT (38.15217659336871 -2.473905868707663),0,9.0,148.45926,11.133333,69.58333,624.0,109.723404,24.266666,163.0,9.0,21.65,25.366667,23.741667,2.0,325.0,16.0,234.0,21.65,32.0,16.0,train
407,POINT (39.51164510141447 -4.149157034249517),0,223.0,149.96214,8.516666,66.02067,1136.0,65.04753,25.35,239.0,114.0,27.133333,27.133333,25.475,19.0,519.0,19.3,269.0,23.566666,32.2,12.900002,train
408,POINT (38.82822573158201 -2.65384410195314),0,61.0,141.61942,9.85,68.88113,831.0,76.025246,26.066666,159.0,61.0,23.683334,27.166666,25.583334,18.0,362.0,18.7,269.0,23.683334,33.0,14.299999,train
409,POINT (39.565804099493846 3.089345572918482),0,5.0,146.38577,10.883333,68.02083,346.0,115.48742,26.366667,109.0,5.0,23.783333,27.550001,25.583334,1.0,181.0,18.4,46.0,23.783333,34.4,16.000002,train
410,POINT (35.33269828160472 -0.517633957537043),0,400.0,78.10615,11.808333,80.87899,1649.0,39.589096,17.366667,254.0,256.0,17.65,17.95,16.9125,76.0,636.0,10.1,310.0,15.983334,24.7,14.6,train
411,POINT (36.71592219832325 2.898143046786629),0,14.0,78.811,13.141666,84.78494,191.0,86.08718,29.116667,47.0,13.0,27.55,29.416666,28.479166,1.0,92.0,20.8,43.0,27.433332,36.3,15.5,train
412,POINT (37.60645966953616 -2.056051361458828),0,11.0,137.65004,11.224999,70.15625,734.0,96.99571,21.866667,188.0,9.0,19.7,22.9,21.404167,1.0,347.0,13.8,275.0,19.416666,29.8,15.999999,train
413,POINT (34.77703899747958 3.232626892491143),0,135.0,77.79514,12.708334,83.60745,433.0,51.723396,26.133333,71.0,44.0,26.35,26.816668,25.770834,7.0,171.0,18.7,69.0,24.816666,33.9,15.200001,train
414,POINT (40.748061534631475 0.023614115669212),0,34.0,132.04898,10.208333,70.891205,349.0,87.952644,28.3,83.0,29.0,26.566668,29.8,28.1625,4.0,152.0,21.6,114.0,26.433334,36.0,14.4,train
415,POINT (40.16887946525301 1.69541574126796),0,10.0,113.687325,10.858334,71.90949,343.0,103.78229,29.183332,99.0,10.0,27.016666,29.833332,28.320833,3.0,167.0,21.6,51.0,27.016666,36.7,15.1,train
416,POINT (39.43987458413197 -0.347133395384624),0,6.0,121.08333,10.475,73.251755,346.0,115.90236,27.916668,106.0,6.0,26.133333,29.216667,27.720833,1.0,195.0,21.0,117.0,26.133333,35.3,14.299999,train
417,POINT (36.700667012569696 -0.878914203987431),0,202.0,123.51772,10.741667,73.57306,1638.0,71.93987,14.416667,359.0,174.0,11.75,14.716666,13.429167,54.0,788.0,6.9,570.0,11.683333,21.5,14.6,train
418,POINT (35.77895082513673 2.1576417583448),0,107.0,55.8593,14.141666,87.83644,373.0,55.41423,26.516666,69.0,43.0,25.85,26.599998,25.845833,11.0,156.0,17.9,116.0,25.233334,34.0,16.1,train
419,POINT (40.19044126044265 0.638722030324613),0,12.0,116.31656,10.866667,73.9229,326.0,108.953476,28.483334,95.0,12.0,26.983334,29.933334,28.475,3.0,152.0,21.7,129.0,26.983334,36.4,14.700001,train
420,POINT (39.5570768632604 -2.988890572181536),0,94.0,129.65791,9.008333,68.7659,727.0,52.842484,26.233334,112.0,94.0,24.2,27.35,25.854166,18.0,283.0,19.6,174.0,24.2,32.7,13.1,train
421,POINT (36.185681020425406 2.774612143284446),0,36.0,62.101772,14.358334,89.73958,226.0,71.68739,29.683334,52.0,22.0,28.733334,29.683334,28.954166,4.0,111.0,20.9,86.0,28.233334,36.9,16.000002,train
422,POINT (34.68264298105533 0.997353642580219),0,534.0,78.865036,10.283334,79.10257,1413.0,47.540653,12.2,225.0,149.0,13.816667,14.15,13.183333,36.0,535.0,7.4,182.0,12.183333,20.4,13.0,train
423,POINT (34.9995712278378 3.904702246131449),0,75.0,71.90459,14.225,86.21211,377.0,61.506485,28.216667,79.0,49.0,28.316668,28.800001,27.829166,8.0,171.0,19.9,74.0,26.983334,36.4,16.500002,train
424,POINT (37.98332834234563 -2.996023060028406),0,13.0,164.32367,11.416667,69.19192,525.0,91.6777,23.883333,119.0,13.0,20.866667,24.916666,23.125,3.0,233.0,15.4,130.0,20.866667,31.9,16.5,train
425,POINT (37.4774930809628 2.446776189627613),0,5.0,87.42095,11.916666,79.977615,260.0,102.422295,27.55,72.0,4.0,25.75,27.85,26.766666,0.0,130.0,19.3,113.0,25.666666,34.2,14.900002,train
426,POINT (35.955565321361206 3.240449348103226),0,32.0,60.54521,14.108334,89.86199,221.0,72.418625,30.0,51.0,22.0,29.416666,30.133333,29.470833,5.0,109.0,21.7,87.0,28.75,37.4,15.700001,train
427,POINT (39.342567798396914 1.777014041902095),0,2.0,102.62097,11.75,75.80645,312.0,123.22312,28.433334,106.0,2.0,26.383333,28.933334,27.641666,0.0,156.0,20.7,48.0,26.383333,36.2,15.5,train
428,POINT (39.299770196172126 -1.393507285722025),0,33.0,136.61212,9.816667,70.11904,536.0,94.79195,27.216667,136.0,33.0,24.816668,28.233334,26.708334,4.0,281.0,20.0,163.0,24.816668,34.0,14.0,train
429,POINT (34.83196823824192 0.039702759423777),0,465.0,68.825356,11.741667,82.10956,1940.0,35.22857,20.033333,283.0,305.0,20.366667,20.566666,19.7375,84.0,702.0,13.0,362.0,18.833334,27.3,14.299999,train
430,POINT (40.18232504176286 2.688858768660623),0,5.0,129.06056,10.591667,70.6111,324.0,117.07236,27.5,99.0,5.0,25.033333,28.316666,26.595833,1.0,161.0,19.9,43.0,25.033333,34.9,15.000002,train
431,POINT (35.14458759918321 -0.30793842250636),0,399.0,66.48082,12.35,81.78808,1599.0,31.863419,19.9,235.0,271.0,20.183334,20.433334,19.566668,79.0,571.0,12.5,324.0,18.75,27.6,15.1,train
432,POINT (40.37933904944606 1.817612163988673),0,11.0,120.78264,10.291666,70.49086,344.0,104.98583,28.65,95.0,9.0,26.483334,29.383333,27.754166,2.0,162.0,21.4,48.0,26.366667,36.0,14.6,train
433,POINT (38.41420194436237 1.615447407515216),0,0.0,86.29583,11.950001,79.139084,326.0,126.239525,27.616667,109.0,0.0,25.666666,27.85,26.783333,0.0,162.0,19.5,156.0,25.666666,34.6,15.099998,train
434,POINT (35.43659912721204 3.397606441175358),0,50.0,57.661167,13.441667,88.43202,259.0,66.3927,29.016666,58.0,32.0,28.583334,29.2,28.595833,8.0,124.0,21.1,102.0,27.95,36.3,15.199999,train
435,POINT (37.22331126326899 -2.350164669564559),0,15.0,139.89377,11.541667,71.244865,607.0,82.63146,22.583334,119.0,11.0,19.9,23.116667,21.654167,1.0,256.0,14.1,247.0,19.633333,30.3,16.199999,train
436,POINT (37.864109924310185 -1.927682138024295),0,5.0,137.44972,11.433333,71.014496,603.0,110.196014,23.516666,179.0,5.0,21.1,24.583334,23.083334,1.0,323.0,15.3,215.0,21.1,31.4,16.099998,train
437,POINT (38.930753570102915 2.360348424796469),0,2.0,114.46184,11.15,72.4026,316.0,120.21491,27.45,104.0,2.0,25.266666,28.183334,26.683334,0.0,159.0,19.6,50.0,25.266666,35.0,15.4,train
438,POINT (34.66337895895459 1.150898690354511),0,533.0,72.46081,9.925,78.769844,1433.0,46.678047,10.016666,229.0,153.0,11.483334,11.816667,10.9125,37.0,537.0,5.3,186.0,10.0,17.9,12.599999,train
439,POINT (38.00209587713594 -3.051755090858142),0,16.0,161.26631,11.066667,68.31275,559.0,90.73119,23.75,131.0,16.0,20.783333,24.766666,22.975,4.0,259.0,15.4,134.0,20.783333,31.6,16.2,train
440,POINT (37.444842022574306 -1.496273611094279),0,11.0,128.26567,11.191667,71.74145,695.0,99.43797,21.4,185.0,8.0,19.35,22.25,20.904167,1.0,330.0,13.4,265.0,19.033333,29.0,15.6,train
441,POINT (35.22681622959599 -0.553702261901366),0,357.0,86.03537,12.491667,79.56476,1563.0,34.554977,18.383333,241.0,276.0,18.683332,19.033333,17.870832,80.0,583.0,10.6,326.0,16.883333,26.3,15.699999,train
442,POINT (39.180261453459956 -2.417573960304042),0,64.0,138.39104,9.775,69.32625,745.0,72.06688,26.633333,143.0,64.0,24.366667,27.766666,26.204166,20.0,328.0,19.5,225.0,24.366667,33.6,14.099998,train
443,POINT (36.24258726702292 1.868932278256685),0,67.0,59.865685,14.074999,88.52201,340.0,62.798874,26.716667,72.0,45.0,25.966667,26.716667,25.929167,10.0,155.0,17.9,155.0,25.25,33.8,15.9,train
444,POINT (36.821758381427905 2.973612594913699),0,13.0,82.91449,12.108334,81.813065,193.0,85.61194,27.783333,45.0,11.0,26.183332,28.166666,27.154167,0.0,90.0,19.8,47.0,26.066666,34.6,14.799999,train
445,POINT (37.91066109720328 -2.64804103942527),0,15.0,148.0089,10.391666,68.81898,919.0,96.93697,20.6,216.0,15.0,17.7,21.333334,19.795834,3.0,436.0,12.6,358.0,17.7,27.7,15.1,train
446,POINT (38.87704073124434 3.380857137047031),0,13.0,154.1988,10.516666,66.56117,408.0,104.4608,26.133333,124.0,12.0,23.85,27.533333,25.45,3.0,222.0,18.4,64.0,23.566666,34.2,15.800001,train
447,POINT (38.09197808531067 2.737233127076048),0,2.0,118.80718,10.6,73.61111,273.0,107.69441,26.833332,80.0,2.0,24.483334,27.516666,26.016666,0.0,133.0,19.0,57.0,24.483334,33.4,14.400002,train
448,POINT (36.97440213018723 3.043295462464231),0,9.0,93.38237,11.891666,80.3491,182.0,90.94077,28.216667,43.0,8.0,26.466667,28.75,27.570833,0.0,83.0,20.3,45.0,26.349998,35.1,14.799999,train
449,POINT (34.99861735758211 -0.994409847452292),0,260.0,73.81899,12.366667,82.44444,1401.0,34.771717,19.233334,215.0,252.0,17.783333,19.616667,18.708334,61.0,510.0,11.5,322.0,17.766666,26.5,15.0,train
450,POINT (39.35334437015674 -1.244132805386455),0,27.0,134.57777,9.691667,69.72421,500.0,98.29196,27.4,131.0,27.0,25.066666,28.45,26.920834,3.0,263.0,20.3,158.0,25.066666,34.2,13.900002,train
451,POINT (37.98614333502328 1.382634647437224),0,2.0,78.1316,11.583333,79.88507,354.0,116.704735,26.0,102.0,2.0,24.216667,26.166666,25.2,0.0,166.0,18.1,157.0,24.216667,32.6,14.499998,train
452,POINT (37.26031557122623 -1.392885082624358),0,17.0,126.672905,11.108334,72.603485,769.0,92.81006,19.6,184.0,15.0,17.683334,20.533333,19.1875,4.0,335.0,11.9,292.0,17.35,27.2,15.300001,train
453,POINT (36.18397620651665 0.497620111054214),0,248.0,62.32249,14.1,84.43114,808.0,48.45702,22.016666,118.0,89.0,21.783333,22.516666,21.675,24.0,294.0,13.7,206.0,20.983334,30.4,16.7,train
454,POINT (38.18908282464763 3.575944782287945),0,15.0,139.98106,11.400001,70.37037,382.0,93.13328,25.3,108.0,15.0,22.933332,26.583334,24.691666,4.0,202.0,17.3,76.0,22.933332,33.5,16.2,train
455,POINT (38.00209587713594 -3.051755090858142),0,16.0,161.26631,11.066667,68.31275,559.0,90.73119,23.75,131.0,16.0,20.783333,24.766666,22.975,4.0,259.0,15.4,134.0,20.783333,31.6,16.2,train
456,POINT (34.77457443770263 -0.857059105782332),0,387.0,67.72267,11.583333,81.002335,1790.0,32.12154,19.55,259.0,316.0,19.833334,20.116667,19.2,86.0,630.0,12.5,352.0,18.366667,26.8,14.299999,train
457,POINT (36.48136013162622 -0.143407254685891),0,291.0,69.62427,13.325,81.74847,1029.0,37.343674,13.583333,134.0,132.0,13.183333,14.066667,13.129167,33.0,345.0,5.5,335.0,12.316667,21.8,16.3,train
458,POINT (36.713195700471566 2.232172240269256),0,36.0,75.351456,12.158333,82.1509,322.0,73.468575,24.433334,73.0,32.0,22.783333,24.65,23.6875,5.0,152.0,16.5,125.0,22.75,31.3,14.799999,train
459,POINT (35.40305068387734 1.770156834990457),0,303.0,61.918514,11.591667,81.631454,844.0,54.613503,18.0,133.0,75.0,18.966667,19.533333,18.670834,16.0,324.0,11.9,199.0,18.0,26.1,14.200001,train
460,POINT (35.63340675382138 -0.66038094369955),0,322.0,71.16322,12.325,81.62252,1249.0,36.843925,15.233334,195.0,198.0,15.033333,15.433333,14.5625,58.0,444.0,7.7,354.0,13.666667,22.8,15.099999,train
461,POINT (35.260508061208824 0.51828781053922),0,463.0,91.53054,12.741667,81.15711,1156.0,52.42442,16.333334,181.0,120.0,18.1,18.616667,17.5375,33.0,463.0,10.3,261.0,16.333334,26.0,15.7,train
462,POINT (34.49494667017614 0.745348953606185),0,408.0,69.52626,12.141666,82.03829,1590.0,43.298096,20.116667,240.0,183.0,20.9,21.2,20.245834,49.0,603.0,13.5,245.0,19.433334,28.3,14.799999,train
463,POINT (37.04975055966217 -2.117411184343245),0,15.0,133.3563,10.741667,70.66885,548.0,81.5225,21.083334,119.0,10.0,18.516666,21.566666,20.154167,2.0,252.0,13.0,235.0,18.216667,28.2,15.200001,train
464,POINT (38.21575047692777 -2.456935714217637),0,12.0,146.56871,10.941667,69.69215,640.0,107.49971,24.583334,162.0,12.0,22.0,25.666666,24.0625,2.0,327.0,16.4,242.0,22.0,32.1,15.699999,train
465,POINT (38.6450350013361 -0.868319845885375),0,3.0,120.160095,9.758333,71.75245,628.0,128.21574,25.25,224.0,3.0,23.116667,26.133333,24.804167,1.0,383.0,18.3,201.0,23.116667,31.9,13.6,train
466,POINT (40.95393763629937 -0.803758002544209),0,85.0,123.24217,8.383333,68.71585,442.0,74.767265,27.5,97.0,32.0,28.75,28.966667,27.475,3.0,214.0,21.9,124.0,25.85,34.1,12.199999,train
467,POINT (39.13910371188941 -2.465112490231167),0,65.0,142.04872,10.041667,69.25288,760.0,71.08461,26.666666,144.0,65.0,24.316666,27.8,26.2125,21.0,331.0,19.3,231.0,24.316666,33.8,14.5,train
468,POINT (39.86299065702196 1.140209954911011),0,6.0,104.421196,11.349999,75.666664,322.0,123.3776,29.283333,113.0,6.0,27.05,29.633333,28.358334,2.0,159.0,21.5,148.0,27.05,36.5,15.0,train
469,POINT (41.02108106476301 -1.94930220252871),0,166.0,105.07842,6.408334,67.45615,892.0,100.60723,27.233334,267.0,40.0,27.95,28.266666,27.0625,4.0,556.0,22.8,175.0,25.683334,32.3,9.5,train
470,POINT (38.808173552288764 -2.69294898687283),0,63.0,141.84058,9.791666,68.95539,851.0,76.64032,25.833334,162.0,63.0,23.433334,26.916666,25.3375,19.0,370.0,18.5,281.0,23.433334,32.7,14.200001,train
471,POINT (36.620449461122135 -0.053036848862817),0,212.0,57.366447,15.416666,82.00355,773.0,35.405846,16.35,103.0,138.0,15.783334,16.35,15.55,36.0,225.0,6.3,225.0,14.983334,25.1,18.8,train
472,POINT (40.08930808932361 -1.185718739141346),0,37.0,134.51018,8.825,67.88461,417.0,81.15066,27.783333,92.0,37.0,25.633333,28.983334,27.420834,7.0,182.0,21.3,132.0,25.633333,34.3,13.0,train
473,POINT (35.691489197474 -0.881900754761741),0,190.0,82.88707,13.275001,80.94512,1010.0,42.79117,16.516666,179.0,177.0,14.833333,16.783333,15.870833,54.0,403.0,8.2,345.0,14.733334,24.6,16.400002,train
474,POINT (37.500977174970956 0.438451505316079),0,27.0,70.00406,12.391666,82.06402,980.0,97.87633,20.666666,242.0,27.0,20.25,21.733334,20.9375,8.0,481.0,14.0,342.0,20.25,29.1,15.1,train
475,POINT (40.90443920560865 1.958321646820973),0,14.0,134.23183,10.733334,70.61404,359.0,107.70504,27.666668,97.0,13.0,26.333334,29.533333,27.800001,3.0,169.0,21.2,42.0,26.15,36.4,15.200001,train
